PG.ProteinGroups,cancer,control
Q9UKU9,1,1
Q9UKV3,1,1
Q9UKY7,1,1
Q9UKZ9,1,1
Q9UL15,1,1
Q9UL25,1,1
Q9UL26,1,1
Q9UL33,1,1
Q9UL46,1,1
Q9ULA0,1,1
Q9ULC4,1,1
Q9ULC5,1,1
Q9ULH1,1,1
Q9ULI3,1,1
Q9ULL4,1,1
Q9ULQ0,1,1
Q9ULV4,1,1
Q9UM07,1,1
Q9UM22,1,1
Q9UM47,1,1
Q9UMS0,1,1
Q9UN19,1,1
Q9UN37,1,1
Q9UN86,1,1
Q9UNE7,1,1
Q9UNF0,1,1
Q9UNF1,1,1
Q9UNH7,1,1
Q9UNM6,1,1
Q9UNN5,1,1
Q9UNS2,1,1
Q9UNW1,1,1
Q9UNZ2,1,1
Q9UP79,1,1
Q9UPN3,1,1
Q9UPN4,1,1
Q9UPN7,1,1
Q9UPT5,1,1
Q9UPU5,1,1
Q9UPW5,1,1
Q9UPY3,1,1
Q9UQ13,1,1
Q9UQ16,1,1
Q9UQ53,1,1
Q9UQ80,1,1
Q9Y210,1,1
Q9Y224,1,1
Q9Y230,1,1
Q9Y237,1,1
Q9Y240,1,1
Q9Y251,1,1
Q9Y262,1,1
Q9Y263,1,1
Q9Y265,1,1
Q9Y274,1,1
Q9Y277,1,1
Q9Y279,1,1
Q9Y285,1,1
Q9Y287,1,1
Q9Y295,1,1
Q9Y2A7,1,1
Q9Y2B0,1,1
Q9Y2D4,1,1
Q9Y2G3,1,1
Q9Y2H0,1,1
Q9Y2H1,1,1
Q9Y2I8,1,1
Q9Y2J2,1,1
Q9Y2L5,1,1
Q9Y2L6,1,1
Q9Y2L9,1,1
Q9Y2Q0,1,1
Q9Y2Q3,1,1
Q9Y2Q5,1,1
Q9Y2S2,1,1
Q9Y2T2,1,1
Q9Y2X7,1,1
Q9Y2Y8,1,1
Q9Y2Z0,1,1
Q9Y305,1,1
Q9Y315,1,1
Q9Y316,1,1
Q9Y333,1,1
Q9Y371,1,1
Q9Y376,1,1
Q9Y385,1,1
Q9Y394,1,1
Q9Y3A3,1,1
Q9Y3A5,1,1
Q9Y3A6,1,1
Q9Y3B3,1,1
Q9Y3C0,1,1
Q9Y3C5,1,1
Q9Y3D6,1,1
Q9Y3D8,1,1
Q9Y3E7,1,1
Q9Y3F4,1,1
Q9Y3I0,1,1
Q9Y3I1,1,1
Q9Y3P9,1,1
Q9Y3Q3,1,1
Q9Y3Q8,1,1
Q9Y450,1,1
Q9Y478,1,1
Q9Y484,1,1
Q9Y487,1,1
Q9Y490,1,1
Q9Y4D1,1,1
Q9Y4D8,1,1
Q9Y4E8,1,1
Q9Y4F9,1,1
Q9Y4G8,1,1
Q9Y4H2,1,1
Q9Y4I1,1,1
Q9Y4K0,1,0
Q9Y4K4,1,1
Q9Y4L1,1,1
Q9Y4P1,1,1
Q9Y4W6,1,1
Q9Y4X3,1,1
Q9Y4X5,1,1
Q9Y4Z0,1,1
Q9Y508,1,1
Q9Y512,1,1
Q9Y570,1,1
Q9Y5C1,1,1
Q9Y5K6,1,1
Q9Y5L0,1,1
Q9Y5M8,1,1
Q9Y5P4,1,1
Q9Y5P6,1,1
Q9Y5Q8,1,1
Q9Y5S2,1,1
Q9Y5S9,1,1
Q9Y5X1,1,1
Q9Y5X2,1,1
Q9Y5X3,1,1
Q9Y5X9,1,1
Q9Y5Y2,1,1
Q9Y608,1,1
Q9Y613,1,1
Q9Y616,1,1
Q9Y619,1,1
Q9Y624,1,1
Q9Y625,1,1
Q9Y639,1,1
Q9Y646,1,1
Q9Y673,1,1
Q9Y678,1,1
Q9Y696,1,1
Q9Y6A5,1,1
Q9Y6B6,1,1
Q9Y6C2,1,1
Q9Y6C9,1,1
Q9Y6D5,1,1
Q9Y6D6,1,1
Q9Y6E0,1,1
Q9Y6E2,1,1
Q9Y6F6,1,1
Q9Y6G9,1,1
Q9Y6I3,1,1
Q9Y6I9,1,1
Q9Y6K9,1,1
Q9Y6M1,1,1
Q9Y6M5,1,1
Q9Y6M9,1,1
Q9Y6N5,1,1
Q9Y6R7,1,1
Q9Y6W5,1,1
Q9Y6X5,1,1
Q9Y6Y8,1,1
Q9Y6Z7,1,1
A0A075B6K0,0,1
A2RTX5,0,1
A6H8Y1,0,1
A6QL63,0,1
A7E2V4,0,1
O00214,0,1
O00400,0,1
O00421,0,1
O00469,0,1
O00592,0,1
O00754,0,1
O14498,0,1
O14653,0,1
O14964,0,1
O15155,0,1
O15211,0,1
O15258,0,1
O15438,0,1
O15466,0,1
O43181,0,1
O43264,0,1
O43402,0,1
O43427,0,1
O43617,0,1
O43674,0,1
O43676,0,1
O60262,0,1
O60502,0,1
O60547,0,1
O60573,0,1
O60667,0,1
O60826,0,1
O60925,0,1
O75157,0,1
O75323,0,1
O75324,0,1
O75356,0,1
O75365,0,1
O75427,0,1
O75431,0,1
O75439,0,1
O75477,0,1
O75843,0,1
O94888,0,1
O95298,0,1
O95562,0,1
O95630,0,1
O95644,0,1
O95685,0,1
O95749,0,1
O95758,0,1
O95865,0,1
O95980,0,1
P00846,0,1
P02810,0,1
P03891,0,1
P03915,0,1
P07919,0,1
P09327,0,1
P09525,0,1
P0CG29;P0CG30,0,1
P12318,0,1
P12883,0,1
P17174,0,1
P19256,0,1
P21731,0,1
P22304,0,1
P22570,0,1
P24390,0,1
P25116,0,1
P25940,0,1
P26447,0,1
P27448,0,1
P28072,0,1
P28288,0,1
P29353,0,1
P30154,0,1
P30520,0,1
P31937,0,1
P33947,0,1
P35236,0,1
P35270,0,1
P36639,0,1
P40189,0,1
P40238,0,1
P42226,0,1
P42830,0,1
P43897,0,1
P45984,0,1
P46019,0,1
P46736,0,1
P46934,0,1
P48637,0,1
P48651,0,1
P48723,0,1
P48739,0,1
P49354,0,1
P49770,0,1
P49795,0,1
P49840,0,1
P50591,0,1
P51114,0,1
P51784,0,1
P51808,0,1
P51970,0,1
P52564,0,1
P52848,0,1
P53367,0,1
P54802,0,1
P55211,0,1
P60510,0,1
P61966,0,1
P62081,0,1
P62266,0,1
P62312,0,1
P62341,0,1
P68106,0,1
P69891,0,1
P78410,0,1
P78537,0,1
P98155,0,1
P98196,0,1
Q02338,0,1
Q03013,0,1
Q07108,0,1
Q07817,0,1
Q08211,0,1
Q08378,0,1
Q10713,0,1
Q12959,0,1
Q13155,0,1
Q13308,0,1
Q13325,0,1
Q13370,0,1
Q13443,0,1
Q13445,0,1
Q13451,0,1
Q13574,0,1
Q13636,0,1
Q13740,0,1
Q14315,0,1
Q14353,0,1
Q14739,0,1
Q14746,0,1
Q14914,0,1
Q15102,0,1
Q15643,0,1
Q15650,0,1
Q16186,0,1
Q16204,0,1
Q16774,0,1
Q16854,0,1
Q2TAA5,0,1
Q3MHD2,0,1
Q3ZAQ7,0,1
Q3ZCQ8,0,1
Q4G148,0,1
Q53ET0,0,1
Q53GL0,0,1
Q53GL7,0,1
Q562E7,0,1
Q5BJD5,0,1
Q5HYI8,0,1
Q5JTV8,0,1
Q5JVS0,0,1
Q5K4L6,0,1
Q5K651,0,1
Q5T2T1,0,1
Q5T3F8,0,1
Q5T5U3,0,1
Q5TBA9,0,1
Q5TGZ0,0,1
Q5VST6,0,1
Q5VWJ9,0,1
Q5VZM2;Q7L523,0,1
Q68BL7,0,1
Q6FI81,0,1
Q6GMV3,0,1
Q6P9F5,0,1
Q6PJF5,0,1
Q6UWE0,0,1
Q6YN16,0,1
Q6ZS11,0,1
Q6ZSS7,0,1
Q6ZUX7,0,1
Q70IA8,0,1
Q7L4E1,0,1
Q7L5D6,0,1
Q7L8W6,0,1
Q7Z392,0,1
Q7Z3C6,0,1
Q7Z4G1,0,1
Q7Z6B0,0,1
Q7Z6V5,0,1
Q86SX6,0,1
Q86TI2,0,1
Q86VN1,0,1
Q86VR2,0,1
Q86XP1,0,1
Q8IU68,0,1
Q8IWR0,0,1
Q8IX19,0,1
Q8IXB1,0,1
Q8IXI2,0,1
Q8IY33,0,1
Q8IZ07,0,1
Q8N0U8,0,1
Q8N0Z6,0,1
Q8N1Q1,0,1
Q8N2K0,0,1
Q8N4Q1,0,1
Q8N4V1,0,1
Q8N5M9,0,1
Q8NB37,0,1
Q8NCG7,0,1
Q8NCN5,0,1
Q8ND56,0,1
Q8NEW0,0,1
Q8NFQ8,0,1
Q8NHG7,0,1
Q8TBX8,0,1
Q8TCS8,0,1
Q8TEB9,0,1
Q8TF05,0,1
Q8WUH6,0,1
Q8WVC6,0,1
Q8WW59,0,1
Q8WWY8,0,1
Q8WY22,0,1
Q8WZ82,0,1
Q92506,0,1
Q92540,0,1
Q93099,0,1
Q969K3,0,1
Q969M3,0,1
Q969X1,0,1
Q96A26,0,1
Q96AA3,0,1
Q96AC1,0,1
Q96B45,0,1
Q96B97,0,1
Q96BN8,0,1
Q96C36,0,1
Q96D46,0,1
Q96DT0,0,1
Q96DZ1,0,1
Q96EP0,0,1
Q96EY8,0,1
Q96F46,0,1
Q96FZ7,0,1
Q96G97,0,1
Q96GS4,0,1
Q96H20,0,1
Q96IG2,0,1
Q96IV0,0,1
Q96JB2,0,1
Q96KC8,0,1
Q96LJ7,0,1
Q96MH2,0,1
Q96NB2,0,1
Q96PM5,0,1
Q96Q11,0,1
Q96Q42,0,1
Q96S66,0,1
Q96SU4,0,1
Q96T66,0,1
Q99442,0,1
Q99543,0,1
Q99570,0,1
Q99757,0,1
Q9BRJ2,0,1
Q9BRR8,0,1
Q9BS40,0,1
Q9BSD7,0,1
Q9BSW2,0,1
Q9BT09,0,1
Q9BT40,0,1
Q9BVC4,0,1
Q9BVG4,0,1
Q9BWH2,0,1
Q9BX59,0,1
Q9BXJ4,0,1
Q9BXJ9,0,1
Q9BYD6,0,1
Q9BYI3,0,1
Q9BYM8,0,1
Q9BZE1,0,1
Q9BZF3,0,1
Q9BZI7,0,1
Q9BZW5,0,1
Q9C037,0,1
Q9C0F1,0,1
Q9C0H2,0,1
Q9GZU7,0,1
Q9H1I8,0,1
Q9H1K0,0,1
Q9H239,0,1
Q9H2W6,0,1
Q9H330,0,1
Q9H488,0,1
Q9H497,0,1
Q9H553,0,1
Q9H6T3,0,1
Q9H6V9,0,1
Q9H6X2,0,1
Q9H7B4,0,1
Q9H8M7,0,1
Q9HAB8,0,1
Q9HBL7,0,1
Q9HC07,0,1
Q9HC38,0,1
Q9HCP0,0,1
Q9HD89,0,1
Q9NNW7,0,1
Q9NP61,0,1
Q9NP81,0,1
Q9NP97,0,1
Q9NPA0,0,1
Q9NPH3,0,1
Q9NQ34,0,1
Q9NQE9,0,1
Q9NQR4,0,1
Q9NR19,0,1
Q9NRK6,0,1
Q9NRV9,0,1
Q9NRZ7,0,1
Q9NS00,0,1
Q9NTJ4,0,1
Q9NWW6,0,1
Q9NX14,0,1
Q9NX40,0,1
Q9NX62,0,1
Q9NXC2,0,1
Q9NXL6,0,1
Q9NYA1,0,1
Q9NYJ8,0,1
Q9NZ45,0,1
Q9NZD4,0,1
Q9NZL4,0,1
Q9NZN8,0,1
Q9NZT1,0,1
Q9P1F3,0,1
Q9P2R3,0,1
Q9P2W9,0,1
Q9UBB4,0,1
Q9UBG0,0,1
Q9UFG5,0,1
Q9UI09,0,1
Q9UJX5,0,1
Q9UKF7,0,1
Q9UKV8,0,1
Q9UKW4,0,1
Q9UL45,0,1
Q9ULP9,0,1
Q9UPY6,0,1
Q9UQN3,0,1
Q9Y257,0,1
Q9Y276,0,1
Q9Y296,0,1
Q9Y2R0,0,1
Q9Y2V2,0,1
Q9Y2V7,0,1
Q9Y3E5,0,1
Q9Y3L5,0,1
Q9Y4E1,0,1
Q9Y4E6,0,1
Q9Y4G6,0,1
Q9Y4K3,0,1
Q9Y4P3,0,1
Q9Y5K8,0,1
Q9Y5U9,0,1
Q9Y6Q2,0,1
Q9Y6R4,0,1
