PG.ProteinGroups,HYE mix A,HYE mix B
Q96GD4,8,8
Q96GE9,2,2
Q96GG9,7,7
Q96GK7,5,5
Q96GM5,17,17
Q96GM8,12,12
Q96GN5,5,5
Q96GQ5,5,5
Q96GQ7,27,27
Q96GR4,2,2
Q96GS4,2,2
Q96GW9,7,7
Q96GX5,4,4
Q96GX9,6,6
Q96H20,4,4
Q96H55,2,2
Q96H79,5,5
Q96HA7,6,6
Q96HC4,22,22
Q96HE7,19,19
Q96HE9,5,5
Q96HN2,14,14
Q96HP4,3,3
Q96HR3,2,2
Q96HR8,2,2
Q96HS1,16,16
Q96HW7,8,9
Q96HY6,4,4
Q96I15,7,7
Q96I24,29,29
Q96I25,10,10
Q96I36,2,2
Q96I51,8,8
Q96I59,8,8
Q96I99,18,18
Q96IF1,7,7
Q96IG2,2,2
Q96IJ6,9,9
Q96IR7,9,9
Q96IU4,6,6
Q96IX5,3,3
Q96IY1,4,4
Q96IZ0,14,14
Q96IZ7,3,3
Q96J01,9,9
Q96J02,16,16
Q96J42,3,3
Q96J84,5,6
Q96JB2,6,7
Q96JB5,12,12
Q96JC1,9,9
Q96JG6,16,16
Q96JH7,13,13
Q96JI7,2,2
Q96JJ3,14,14
Q96JJ7,14,14
Q96JM3,16,16
Q96JP5,5,5
Q96JY6,3,4
Q96K17,4,4
Q96K21,4,4
Q96K37,7,7
Q96K76,36,36
Q96KA5,14,15
Q96KB5,11,11
Q96KC8,6,6
Q96KG9,20,20
Q96KM6,3,3
Q96KP1,19,20
Q96KP4,17,18
Q96KQ7,11,11
Q96KR1,29,29
Q96L91,5,5
Q96L92,13,13
Q96LA8,2,2
Q96LD4,14,14
Q96LI5,3,2
Q96LJ7,7,7
Q96LL9,2,2
Q96LR5,2,2
Q96LW7,2,2
Q96M27,9,9
Q96M96,3,3
Q96ME1,8,8
Q96ME7,10,10
Q96MG7,5,5
Q96MU7,8,8
Q96MW1,5,5
Q96MW5,5,5
Q96MX6,6,6
Q96N66,8,8
Q96N67,32,33
Q96NB3,6,6
Q96NC0,4,4
Q96ND0,3,3
Q96NU0;Q9BZ76,3,3
Q96NU1,4,4
Q96NY9,2,2
Q96P11,10,10
Q96P16,10,10
Q96P47,6,6
Q96P48,12,12
Q96P63,2,2
Q96P70,31,31
Q96PC3,3,3
Q96PC5,12,12
Q96PK6,27,27
Q96PU4,10,10
Q96PU5,6,6
Q96PU8,8,8
Q96PV6,2,2
Q96PY5,6,6
Q96PZ0,24,24
Q96Q11,12,12
Q96Q15,19,19
Q96Q45,3,3
Q96Q83,3,3
Q96QC0,13,13
Q96QD8,3,3
Q96QD9,2,2
Q96QE5,6,6
Q96QK1,26,25
Q96QR8,8,8
Q96QU8,18,18
Q96R06,16,15
Q96RE7,7,7
Q96RF0,4,3
Q96RL1,3,3
Q96RL7,20,20
Q96RN5,10,10
Q96RP9,26,26
Q96RQ1,4,4
Q96RQ3,12,12
Q96RS0,3,3
Q96RS6,16,16
Q96RT1,24,24
Q96RT7,5,5
Q96RT8,2,2
Q96RU2,4,4
Q96RU3,12,12
Q96S19,2,2
Q96S44,6,6
Q96S52,16,16
Q96S55,9,9
Q96S59,9,9
Q96S66,8,8
Q96S82,6,6
Q96S97,3,3
Q96SB3,6,6
Q96SB4,15,15
Q96SB8,9,9
Q96SI9,12,12
Q96SK2,9,9
Q96SN8,14,14
Q96SQ9,2,2
Q96ST2,12,12
Q96ST3,27,27
Q96SU4,15,15
Q96SW2,4,4
Q96SY0,12,12
Q96SZ5,3,3
Q96SZ6,7,7
Q96T17,8,8
Q96T23,27,27
Q96T37,16,16
Q96T51,20,20
Q96T58,24,24
Q96T60,7,7
Q96T76,24,24
Q96T88,22,22
Q96TA1,30,30
Q96TA2,16,16
Q96TC7,12,12
Q96VH4,6,6
Q96VH5,3,3
Q99081,10,10
Q99176,2,2
Q99189,3,0
Q99190,3,3
Q99207,7,7
Q99247,2,2
Q99257,8,7
Q99258,9,9
Q99260,2,2
Q99287,17,17
Q99288,10,10
Q99297,7,7
Q99312,10,10
Q99316,6,6
Q99321,4,4
Q99337,2,2
Q99369,6,6
Q99383,10,10
Q99417,6,6
Q99426,8,8
Q99436,8,8
Q99439,14,14
Q99442,8,8
Q99447,9,9
Q99459,32,32
Q99460,33,33
Q99470,3,3
Q99471,6,6
Q99496,5,4
Q99497,15,15
Q99504,5,5
Q99519,3,3
Q99523,2,2
Q99536,15,15
Q99538,3,3
Q99543,18,18
Q99547,3,3
Q99549,7,7
Q99567,15,15
Q99569,7,8
Q99570,19,19
Q99575,25,25
Q99584,5,5
Q99590,20,21
Q99595,3,3
Q99598,13,13
Q99613,31,31
Q99614,13,13
Q99615,25,25
Q99618,4,4
Q99622,2,2
Q99623,17,17
Q99627,7,7
Q99633,4,4
Q99640,4,4
Q99643,3,3
Q99653,8,8
Q99661,18,18
Q99674,3,3
Q99685,8,8
Q99700,22,22
Q99707,21,21
Q99714,15,15
Q99715,69,69
Q99717,2,2
Q99720,4,4
Q99729,7,7
Q99733,12,12
Q99735,2,2
Q99747,11,11
Q99755,12,12
Q99757,3,3
Q99766,2,2
Q99797,9,9
Q99798,34,34
Q99805,10,10
Q99807,6,6
Q99808,6,6
Q99816,10,10
Q99829,13,13
Q99832,33,33
Q99836,6,6
Q99848,14,14
Q99865;Q9BPZ2,2,2
Q99873,18,18
Q99933,8,8
Q99942,2,2
Q99958,4,4
Q99961,15,14
Q99985,7,7
Q99986,11,11
Q99996,26,27
Q9BPW8,7,7
Q9BPX3,23,23
Q9BPX5,7,7
Q9BPX6,9,8
Q9BPY3,2,2
Q9BPZ3,4,4
Q9BPZ7,5,5
Q9BQ04,14,14
Q9BQ15,3,3
Q9BQ39,18,18
Q9BQ48,2,2
Q9BQ52,25,25
Q9BQ61,4,4
Q9BQ67,12,12
Q9BQ69,4,4
Q9BQ70,15,16
Q9BQ75,7,7
Q9BQ95,6,6
Q9BQA1,8,8
Q9BQA9,2,2
Q9BQC3,4,3
Q9BQE3,3,3
Q9BQE4,4,4
Q9BQE5,6,6
Q9BQE9,3,3
Q9BQG0,46,46
Q9BQG2,2,2
Q9BQL6,10,10
Q9BQP7,9,9
Q9BQS8,7,8
Q9BR39,2,2
Q9BR61,7,7
Q9BR76,14,14
Q9BRA2,4,4
Q9BRD0,5,5
Q9BRF8,6,6
Q9BRG1,6,6
Q9BRJ2,11,11
Q9BRJ6,5,5
Q9BRJ7,10,10
Q9BRK5,12,12
Q9BRP1,5,5
Q9BRP4,7,6
Q9BRP8,7,7
Q9BRQ6,3,3
Q9BRQ8,11,11
Q9BRR3,3,3
Q9BRR6,9,9
Q9BRS2,5,5
Q9BRT2,3,3
Q9BRT3,2,2
Q9BRT6,4,4
Q9BRT9,8,8
Q9BRU9,4,4
Q9BRX2,8,8
Q9BRX5,6,6
Q9BRX8,3,3
Q9BRZ2,7,8
Q9BS16,3,3
Q9BS26,14,14
Q9BS40,3,3
Q9BSC4,19,19
Q9BSD7,9,9
Q9BSE5,5,5
Q9BSF4,5,5
Q9BSH4,6,6
Q9BSJ2,22,22
Q9BSJ8,37,37
Q9BSK2,3,2
Q9BSL1,7,7
Q9BSR8,2,2
Q9BSV6,6,6
Q9BT09,5,5
Q9BT17,4,4
Q9BT22,8,8
Q9BT25,3,3
Q9BT40,3,3
Q9BT73,3,3
Q9BT78,21,22
Q9BTA9,9,9
Q9BTC0,43,43
Q9BTC8,6,6
Q9BTD8,7,7
Q9BTE1,3,3
Q9BTE3,20,20
Q9BTE6,13,13
Q9BTE7,7,7
Q9BTL3,3,3
Q9BTT0,7,7
Q9BTT4,2,2
Q9BTU6,12,12
Q9BTV4,18,18
Q9BTV6,2,2
Q9BTW9,25,25
Q9BTX1,13,13
Q9BTX7,3,3
Q9BTY2,2,0
Q9BTY7,10,10
Q9BTZ2,5,5
Q9BU23,7,7
Q9BU61,4,4
Q9BU76,3,3
Q9BU89,9,9
Q9BUB5,2,2
Q9BUB7,8,8
Q9BUE0,3,3
Q9BUE6,4,4
Q9BUF5,18,18
Q9BUH6,9,9
Q9BUH8,3,3
Q9BUI4,12,12
Q9BUJ2,23,23
Q9BUK6,10,10
Q9BUL5,4,4
Q9BUL8,8,8
Q9BUL9,4,4
Q9BUN8,4,4
Q9BUP3,16,16
Q9BUQ8,30,30
Q9BUR4,8,8
Q9BUR5,4,4
Q9BUT1,5,5
Q9BUT9,2,0
Q9BV20,8,8
Q9BV38,10,10
Q9BV40,3,3
Q9BV44,10,10
Q9BV57,6,6
Q9BV68,4,4
Q9BV79,4,4
Q9BV86,9,9
Q9BVC3,6,6
Q9BVC4,3,3
Q9BVC5,3,3
Q9BVC6,4,4
Q9BVG4,8,8
Q9BVG9,4,4
Q9BVI4,13,13
Q9BVJ6,26,26
Q9BVJ7,6,6
Q9BVK2,4,4
Q9BVK6,5,5
Q9BVL2,5,5
Q9BVM2,5,5
Q9BVP2,21,21
Q9BVQ7,18,18
Q9BVS4,10,10
Q9BVT8,3,3
Q9BVV7,5,5
Q9BVW5,3,3
Q9BW19,14,14
Q9BW27,19,19
Q9BW60,3,3
Q9BW61,4,4
Q9BW62,3,3
Q9BW66,2,2
Q9BW71,5,5
Q9BW83,3,4
Q9BW85,6,6
Q9BW91,7,7
Q9BW92,11,11
Q9BWD1,13,13
Q9BWD3,5,5
Q9BWE0,3,3
Q9BWF3,5,5
Q9BWG6,2,2
Q9BWH2,3,3
Q9BWH6,17,18
Q9BWJ5,3,3
Q9BWM7,15,15
Q9BWS9,3,3
Q9BWT6,2,2
Q9BWU0,16,17
Q9BWW4,2,2
Q9BX40,11,11
Q9BX68,5,5
Q9BX79,2,2
Q9BX95,2,2
Q9BXB4,10,10
Q9BXB5,10,10
Q9BXF6,6,6
Q9BXJ9,39,41
Q9BXK1,3,3
Q9BXK5,9,9
Q9BXP5,32,32
Q9BXR0,6,6
Q9BXS5,15,15
Q9BXS6,14,14
Q9BXV9,4,4
Q9BXW7,13,13
Q9BXW9,14,14
Q9BXY0,5,5
Q9BY32,8,8
Q9BY42,9,9
Q9BY43,10,10
Q9BY44,28,28
Q9BY77,14,14
Q9BY89,27,26
Q9BYB4,3,3
Q9BYC8,4,4
Q9BYC9,4,4
Q9BYD1,10,10
Q9BYD2,8,8
Q9BYD3,8,8
Q9BYD6,11,11
Q9BYG3,11,11
Q9BYJ9,12,12
Q9BYN0,4,4
Q9BYN8,8,8
Q9BYT3,2,2
Q9BYT8,25,25
Q9BYV8,5,5
Q9BYW2,9,9
Q9BYX2,24,24
Q9BZ29,12,12
Q9BZ95,7,7
Q9BZD4,10,10
Q9BZE1,16,15
Q9BZE4,29,29
Q9BZF1,14,14
Q9BZF9,32,32
Q9BZG1,8,8
Q9BZG8,6,6
Q9BZH6,19,19
Q9BZI7,11,11
Q9BZJ0,17,17
Q9BZK7,11,11
Q9BZL1,4,4
Q9BZL4,8,8
Q9BZQ6,4,4
Q9BZQ8,9,9
Q9BZV1,5,6
Q9BZX2,8,8
Q9BZZ5,20,20
Q9C005,3,3
Q9C0B1,18,18
Q9C0B5,4,4
Q9C0B7,2,2
Q9C0C2,55,55
Q9C0C7,2,2
Q9C0C9,22,22
Q9C0D3,3,3
Q9C0D5,10,10
Q9C0E2,8,8
Q9C0E8,8,8
Q9C0F1,7,7
Q9C0I1,7,8
Q9C0J8,21,22
Q9GZL7,16,16
Q9GZM5,4,3
Q9GZN8,2,2
Q9GZP4,8,8
Q9GZP9,5,5
Q9GZR2,10,10
Q9GZR7,27,27
Q9GZS1,10,10
Q9GZS3,14,14
Q9GZT3,6,6
Q9GZT8,13,13
Q9GZT9,6,6
Q9GZU8,5,5
Q9GZY8,11,11
Q9GZZ1,9,9
Q9GZZ9,9,9
Q9H000,3,3
Q9H019,2,2
Q9H061,6,6
Q9H063,2,2
Q9H074,16,16
Q9H078,14,14
Q9H081,3,3
Q9H089,12,12
Q9H098,5,5
Q9H0A0,44,44
Q9H0A8,6,6
Q9H0B6,25,25
Q9H0C8,10,10
Q9H0D6,26,27
Q9H0E2,2,2
Q9H0E3,3,3
Q9H0E9,4,4
Q9H0G5,8,8
Q9H0H0,8,8
Q9H0H5,15,15
Q9H0J9,5,5
Q9H0K6,2,2
Q9H0L4,14,14
Q9H0N0,2,0
Q9H0N5,2,2
Q9H0P0,13,13
Q9H0R3,3,3
Q9H0R4,3,3
Q9H0S4,16,16
Q9H0U3,7,7
Q9H0U4,10,10
Q9H0U6,3,3
Q9H0U9,8,8
Q9H0V9,8,8
Q9H0W8,7,7
Q9H0W9,5,5
Q9H0X4,2,2
Q9H147,2,2
Q9H173,3,3
Q9H1A3,2,2
Q9H1A4,25,25
Q9H1B7,9,9
Q9H1C4,3,3
Q9H1D9,2,2
Q9H1E3,7,7
Q9H1E5,3,3
Q9H1H9,8,8
Q9H1I8,12,12
Q9H1K1,3,3
Q9H1P3,4,4
Q9H1X3,2,2
Q9H1Y0,4,4
Q9H1Z4,7,7
Q9H223,22,22
Q9H267,19,19
Q9H269,10,10
Q9H270,10,10
Q9H299,4,4
Q9H2D1,4,4
Q9H2D6,11,11
Q9H2G2,33,33
Q9H2H8,6,6
Q9H2H9,4,4
Q9H2J4,11,11
Q9H2M9,26,26
Q9H2P0,28,28
Q9H2P9,4,4
Q9H2U1,29,29
Q9H2U2,15,15
Q9H2V7,4,4
Q9H2W6,10,10
Q9H2X9,4,4
Q9H2Y7,7,7
Q9H300,3,3
Q9H307,21,22
Q9H330,7,7
Q9H334,6,6
Q9H3F6,5,5
Q9H3H1,5,5
Q9H3H3,10,10
Q9H3H5,2,0
Q9H3K2,7,7
Q9H3K6,5,5
Q9H3N1,12,12
Q9H3P2,14,12
Q9H3P7,16,16
Q9H3Q1,7,7
Q9H3R5,5,5
Q9H3S7,21,21
Q9H3U1,38,36
Q9H3U5,2,2
Q9H3Z4,4,4
Q9H410,3,3
Q9H425,8,8
Q9H444,6,6
Q9H446,4,4
Q9H467,4,4
Q9H488,9,9
Q9H490,5,5
Q9H497,3,3
Q9H4A3,26,26
Q9H4A4,22,22
Q9H4A5,5,5
Q9H4A6,9,9
Q9H4B0,3,3
Q9H4F8,4,4
Q9H4G0,23,23
Q9H4G4,5,5
Q9H4H8,7,7
Q9H4I3,8,8
Q9H4K7,3,3
Q9H4L4,11,11
Q9H4L5,15,15
Q9H4L7,12,13
Q9H4M9,18,18
Q9H4Z3,6,6
Q9H501,11,11
Q9H553,7,7
Q9H583,54,54
Q9H5H4,2,2
Q9H5K3,4,4
Q9H5N1,8,8
Q9H5Q4,8,8
Q9H5V8,12,12
Q9H5V9,6,6
Q9H5X1,2,2
Q9H694,2,2
Q9H6D7,5,5
Q9H6E4,8,8
Q9H6F5,12,12
Q9H6H4,3,3
Q9H6R0,11,11
Q9H6R4,21,21
Q9H6S0,30,30
Q9H6S3,16,16
Q9H6T3,20,20
Q9H6U8,3,3
Q9H6V9,3,3
Q9H6W3,7,7
Q9H6X2,7,7
Q9H6Y2,9,9
Q9H6Z4,14,13
Q9H773,11,11
Q9H788,15,15
Q9H792,5,5
Q9H7B2,9,9
Q9H7B4,9,9
Q9H7C9,4,4
Q9H7D0,25,26
Q9H7D7,7,7
Q9H7E2,6,6
Q9H7E9,6,6
Q9H7F0,6,6
Q9H7L9,5,5
Q9H7N4,7,7
Q9H7S9,2,2
Q9H7X7,2,2
Q9H7Z3,2,2
Q9H7Z7,19,19
Q9H814,13,13
Q9H832,9,9
Q9H845,22,21
Q9H857,17,17
Q9H871,2,2
Q9H875,3,3
Q9H8G2,2,2
Q9H8H0,20,20
Q9H8H2,11,11
Q9H8M7,2,2
Q9H8V3,6,6
Q9H8Y5,11,11
Q9H8Y8,7,7
Q9H900,6,6
Q9H910,8,8
Q9H920,3,3
Q9H936,8,8
Q9H939,7,7
Q9H944,5,5
Q9H967,11,11
Q9H974,5,5
Q9H981,3,3
Q9H993,7,7
Q9H9A5,11,11
Q9H9A6,26,26
Q9H9B1,15,14
Q9H9B4,12,12
Q9H9C1,7,7
Q9H9E3,13,13
Q9H9F9,2,2
Q9H9H4,6,6
Q9H9J2,11,11
Q9H9P8,11,11
Q9H9Q2,5,5
Q9H9Q4,4,4
Q9H9S3,5,5
Q9H9T3,11,11
Q9H9Y2,4,4
Q9H9Y6,21,21
Q9HA64,9,9
Q9HA77,13,13
Q9HAB8,7,7
Q9HAF1,2,2
Q9HAN9,4,4
Q9HAS0,6,6
Q9HAU0,18,18
Q9HAU5,16,15
Q9HAV0,3,3
Q9HAV4,33,34
Q9HAV7,8,8
Q9HAW4,6,6
Q9HB07,14,14
Q9HB19,9,9
Q9HB21,5,6
Q9HB40,8,8
Q9HB71,14,14
Q9HB90,7,7
Q9HBH0,6,6
Q9HBH1,6,6
Q9HBH5,6,6
Q9HBI1,9,9
Q9HBL7,4,4
Q9HBL8,7,7
Q9HBM1,7,7
Q9HC07,6,6
Q9HC21,4,4
Q9HC35,19,20
Q9HC36,4,4
Q9HC38,14,14
Q9HC52,8,8
Q9HC98,2,2
Q9HCC0,17,17
Q9HCD5,15,15
Q9HCD6,11,11
Q9HCE1,28,28
Q9HCE5,4,4
Q9HCG8,12,12
Q9HCK8,11,12
Q9HCL2,5,5
Q9HCN4,6,6
Q9HCN8,3,3
Q9HCS5,2,2
Q9HCS7,30,30
Q9HCU5,8,8
Q9HCY8,3,3
Q9HD15,9,9
Q9HD20,23,23
Q9HD26,13,13
Q9HD33,7,7
Q9HD34,4,4
Q9HD42,4,4
Q9HD45,11,11
Q9HD67,38,38
Q9HDC9,13,13
Q9HWK6,13,13
Q9JMR6,3,3
Q9JMR7,3,4
Q9NNW5,13,14
Q9NNW7,9,9
Q9NNX1,11,11
Q9NP58,13,13
Q9NP61,13,13
Q9NP66,7,7
Q9NP72,7,7
Q9NP74,11,11
Q9NP77,6,6
Q9NP79,8,8
Q9NP80,3,4
Q9NP81,14,14
Q9NP92,10,10
Q9NP97,5,5
Q9NPA0,7,7
Q9NPA8,4,4
Q9NPD3,7,7
Q9NPD8,9,9
Q9NPE3,3,3
Q9NPF0,2,2
Q9NPF4,8,8
Q9NPF5,8,8
Q9NPI1,4,4
Q9NPI6,8,8
Q9NPJ3,4,4
Q9NPJ6,6,6
Q9NPL8,5,5
Q9NPQ8,20,20
Q9NQ29,6,6
Q9NQ48,7,7
Q9NQ50,5,5
Q9NQ55,10,10
Q9NQ88,10,10
Q9NQ92,2,2
Q9NQC3,7,7
Q9NQE9,6,6
Q9NQG5,9,9
Q9NQH7,4,4
Q9NQP4,2,2
Q9NQR4,16,16
Q9NQS1,6,6
Q9NQS7,14,14
Q9NQT4,5,5
Q9NQT5,7,7
Q9NQW6,38,38
Q9NQW7,14,15
Q9NQX3,20,20
Q9NQY0,3,3
Q9NQZ2,8,8
Q9NR09,23,23
Q9NR12,20,20
Q9NR28,9,9
Q9NR30,40,40
Q9NR31,7,7
Q9NR45,15,15
Q9NR46,13,13
Q9NR50,13,13
Q9NR56,6,6
Q9NR77,4,4
Q9NRA8,6,6
Q9NRF2,2,2
Q9NRF8,14,14
Q9NRF9,4,4
Q9NRG0,3,3
Q9NRG4,3,3
Q9NRG9,15,15
Q9NRK6,9,9
Q9NRL2,17,17
Q9NRL3,11,11
Q9NRN7,10,10
Q9NRN9,7,7
Q9NRR4,7,7
Q9NRR5,8,8
Q9NRV9,10,10
Q9NRW7,18,18
Q9NRX1,6,6
Q9NRX2,9,9
Q9NRX4,5,5
Q9NRX5,4,4
Q9NRY2,2,2
Q9NRY4,21,21
Q9NRY5,8,8
Q9NRZ9,28,28
Q9NS69,5,5
Q9NS86,5,5
Q9NS87,18,18
Q9NS91,3,3
Q9NSC5,4,4
Q9NSD9,23,23
Q9NSE4,35,35
Q9NSI2,7,7
Q9NSK0,11,11
Q9NSP4,2,2
Q9NSV4,21,21
Q9NSY0,2,2
Q9NT62,8,8
Q9NTI5,21,22
Q9NTJ3,48,48
Q9NTJ5,21,21
Q9NTK5,29,29
Q9NTM9,3,3
Q9NTW7,2,2
Q9NTX5,11,11
Q9NTZ6,19,19
Q9NU22,83,83
Q9NUG6,3,3
Q9NUI1,5,5
Q9NUJ1,10,10
Q9NUJ3,7,7
Q9NUL3,11,11
Q9NUL7,4,4
Q9NUM4,6,6
Q9NUP9,6,6
Q9NUQ2,6,6
Q9NUQ3,13,13
Q9NUQ6,17,17
Q9NUQ7,10,10
Q9NUQ8,18,18
Q9NUQ9,12,12
Q9NUU6,6,6
Q9NUU7,18,18
Q9NUW8,6,7
Q9NUY8,9,9
Q9NV06,11,11
Q9NV31,5,5
Q9NV35,3,3
Q9NV56,4,4
Q9NV70,18,19
Q9NV88,8,9
Q9NV96,3,3
Q9NVA1,2,2
Q9NVA2,17,17
Q9NVD7,9,9
Q9NVE7,13,13
Q9NVF7,4,4
Q9NVG8,11,11
Q9NVH1,14,14
Q9NVH2,13,13
Q9NVH6,2,2
Q9NVI1,41,42
Q9NVI7,22,22
Q9NVJ2,3,3
Q9NVM4,3,3
Q9NVM6,7,7
Q9NVM9,16,16
Q9NVN3,2,2
Q9NVN8,15,15
Q9NVP1,22,22
Q9NVP2,5,5
Q9NVQ4,5,4
Q9NVR0,2,2
Q9NVR2,7,7
Q9NVS2,7,7
Q9NVS9,10,10
Q9NVT9,7,7
Q9NVU0,8,8
Q9NVU7,10,10
Q9NVV0,3,3
Q9NVV4,11,11
Q9NVX0,2,2
Q9NVX2,15,15
Q9NVX7,2,2
Q9NVZ3,6,6
Q9NW08,13,13
Q9NW13,17,17
Q9NW15,8,8
Q9NW64,8,8
Q9NW68,3,3
Q9NW82,21,21
Q9NWA0,2,2
Q9NWB6,2,2
Q9NWH9,17,16
Q9NWK9,3,3
Q9NWL6,2,2
Q9NWM8,5,5
Q9NWS0,7,7
Q9NWS8,7,7
Q9NWT1,8,8
Q9NWT6,4,4
Q9NWU1,5,5
Q9NWU2,8,8
Q9NWU5,6,6
Q9NWV4,6,6
Q9NWV8,3,3
Q9NWW5,2,2
Q9NWX5,7,7
Q9NWX6,5,5
Q9NWY4,7,7
Q9NWZ5,6,6
Q9NX00,3,3
Q9NX04,2,2
Q9NX08,3,3
Q9NX14,5,5
Q9NX18,6,6
Q9NX20,9,9
Q9NX24,3,3
Q9NX40,6,6
Q9NX46,9,9
Q9NX47,8,8
Q9NX55,5,5
Q9NX58,13,13
Q9NX62,5,6
Q9NX63,6,6
Q9NX70,2,2
Q9NX74,8,8
Q9NX76,2,2
Q9NXA8,2,2
Q9NXC5,15,15
Q9NXE4,14,14
Q9NXE8,4,4
Q9NXF1,24,25
Q9NXG0,3,3
Q9NXG2,10,10
Q9NXH8,4,4
Q9NXH9,15,15
Q9NXN4,3,3
Q9NXR1,13,13
Q9NXR7,4,4
Q9NXS2,3,3
Q9NXU5,3,3
Q9NXV2,2,2
Q9NXV6,17,17
Q9NXW2,8,8
Q9NXX6,2,2
Q9NY12,6,6
Q9NY27,13,13
Q9NY33,25,25
Q9NY61,12,12
Q9NY93,15,15
Q9NYB0,9,9
Q9NYB9,9,9
Q9NYD6,2,2
Q9NYF8,18,18
Q9NYH9,15,15
Q9NYJ1,2,2
Q9NYJ8,5,5
Q9NYK5,10,10
Q9NYL2,10,10
Q9NYL4,4,4
Q9NYL9,19,19
Q9NYP7,3,3
Q9NYT0,8,7
Q9NYU2,45,45
Q9NYV4,8,8
Q9NYV6,9,9
Q9NYY8,11,11
Q9NYZ3,3,4
Q9NZ01,10,11
Q9NZ08,13,13
Q9NZ09,5,5
Q9NZ32,11,11
Q9NZ43,5,5
Q9NZ45,4,4
Q9NZ52,6,6
Q9NZ63,12,12
Q9NZB2,37,37
Q9NZC3,2,2
Q9NZC9,6,6
Q9NZD2,5,5
Q9NZD8,10,10
Q9NZE8,2,2
Q9NZI7,3,3
Q9NZI8,23,23
Q9NZJ0,6,6
Q9NZJ4,12,12
Q9NZJ6,2,2
Q9NZJ7,10,10
Q9NZL4,12,12
Q9NZL9,14,14
Q9NZM1,105,105
Q9NZM5,6,6
Q9NZN3,12,12
Q9NZN4,26,26
Q9NZN5,5,5
Q9NZN8,10,10
Q9NZQ3,8,8
Q9NZT2,18,18
Q9NZV1,3,3
Q9NZW5,17,17
Q9NZZ3,5,5
Q9P000,11,11
Q9P013,7,7
Q9P015,11,11
Q9P016,4,4
Q9P021,2,2
Q9P031,4,4
Q9P032,7,7
Q9P035,9,9
Q9P0I2,9,9
Q9P0J0,7,7
Q9P0J1,12,11
Q9P0J7,5,5
Q9P0K7,31,31
Q9P0L0,11,11
Q9P0L2,2,2
Q9P0M9,3,3
Q9P0P0,2,2
Q9P0S2,2,2
Q9P0S9,3,3
Q9P0T7,2,2
Q9P0U3,7,7
Q9P0U4,6,6
Q9P0V3,22,22
Q9P0V9,12,12
Q9P206,12,12
Q9P212,2,2
Q9P253,12,12
Q9P258,18,18
Q9P260,8,8
Q9P265,27,27
Q9P270,14,14
Q9P275,11,11
Q9P287,13,13
Q9P289,13,13
Q9P291,2,2
Q9P2B2,21,21
Q9P2B4,15,15
Q9P2C4,2,2
Q9P2D3,2,2
Q9P2E3,8,8
Q9P2E5,3,3
Q9P2E9,42,42
Q9P2I0,15,15
Q9P2J5,52,52
Q9P2K8,9,8
Q9P2N5,16,16
Q9P2N7,10,10
Q9P2R3,24,24
Q9P2R7,16,16
Q9P2T1,4,4
Q9P2W1,2,2
Q9P2W9,6,6
Q9P2X0,2,2
Q9P305,2,2
Q9UBB4,21,21
Q9UBB5,5,5
Q9UBB6,12,12
Q9UBB9,16,16
Q9UBC2,22,22
Q9UBC5,5,5
Q9UBD5,15,15
Q9UBE0,17,17
Q9UBF2,19,19
Q9UBF8,5,5
Q9UBG0,8,8
Q9UBI1,6,6
Q9UBI6,5,5
Q9UBK8,11,11
Q9UBK9,4,4
Q9UBL3,8,8
Q9UBM7,7,7
Q9UBN7,4,4
Q9UBP0,5,5
Q9UBP6,10,10
Q9UBP9,5,5
Q9UBQ0,8,8
Q9UBQ5,8,8
Q9UBQ7,11,11
Q9UBR2,7,7
Q9UBS0,4,4
Q9UBS4,13,13
Q9UBS8,4,4
Q9UBT2,27,27
Q9UBT7,4,4
Q9UBU8,8,8
Q9UBU9,17,17
Q9UBV2,9,9
Q9UBV7,2,2
Q9UBV8,5,5
Q9UBW7,7,7
Q9UBW8,12,12
Q9UBX3,11,11
Q9UDW1,2,2
Q9UDX5,3,3
Q9UDY2,36,36
Q9UDY4,11,11
Q9UDY8,7,7
Q9UEE9,5,5
Q9UEG4,3,3
Q9UER7,4,4
Q9UET6,3,3
Q9UEU0,8,8
Q9UEW8,7,7
Q9UEY8,13,13
Q9UFC0,8,8
Q9UFG5,2,2
Q9UFN0,6,6
Q9UFW8,6,6
Q9UG63,23,23
Q9UGI8,21,21
Q9UGJ1,10,11
Q9UGM6,4,4
Q9UGN5,6,7
Q9UGP4,11,11
Q9UGP8,25,26
Q9UGR2,14,14
Q9UGU0,17,17
Q9UGV2,9,9
Q9UGY1,3,3
Q9UH17,3,3
Q9UH62,12,12
Q9UH65,19,19
Q9UH99,18,18
Q9UHA3,2,2
Q9UHA4,3,3
Q9UHB6,27,27
Q9UHB7,8,8
Q9UHB9,25,25
Q9UHD1,15,15
Q9UHD2,15,14
Q9UHD8,31,31
Q9UHD9,8,8
Q9UHF7,2,2
Q9UHG3,15,15
Q9UHI6,20,20
Q9UHJ6,5,5
Q9UHK6,5,5
Q9UHL4,7,7
Q9UHN6,3,3
Q9UHQ1,2,2
Q9UHQ4,4,4
Q9UHQ9,11,11
Q9UHR4,12,12
Q9UHR5,6,6
Q9UHR6,9,9
Q9UHV9,7,7
Q9UHW5,5,5
Q9UHW9,11,12
Q9UHX1,23,23
Q9UHY1,7,7
Q9UHY7,7,7
Q9UI09,6,6
Q9UI10,17,16
