PG.ProteinGroups,HYE mix A,HYE mix B
O14925;Q5SRD1,100,100
O14929,100,100
O14936,100,100
O14949,100,100
O14950;P19105,100,100
O14964,100,100
O14965,100,100
O14966,100,100
O14967,100,100
O14972,100,100
O14974,100,100
O14975,100,100
O14976,100,100
O14979,100,100
O14980,100,100
O14981,100,100
O15013,100,100
O15014,100,100
O15020,100,100
O15027,100,100
O15031,100,100
O15042,100,100
O15047,100,100
O15056,100,100
O15061,100,100
O15066,100,100
O15067,100,100
O15068,100,100
O15084,100,100
O15085,75,100
O15091,100,100
O15111,100,100
O15116,100,100
O15118,100,100
O15121,100,100
O15126,100,100
O15127,100,100
O15143,100,100
O15144,100,100
O15145,100,100
O15155,100,100
O15156,75,75
O15160,100,100
O15164,100,100
O15173,100,100
O15182,100,100
O15212,100,100
O15213,100,100
O15226,100,100
O15228,100,100
O15230,100,100
O15231,100,100
O15234,100,100
O15235,100,100
O15254,100,100
O15258,100,100
O15260,100,100
O15269,100,100
O15270,100,100
O15294,100,100
O15305,100,100
O15318,75,100
O15321,100,100
O15327,100,100
O15344,100,100
O15347,100,100
O15355,100,100
O15357,100,100
O15371,100,100
O15372,100,100
O15379,100,100
O15381,100,100
O15382,100,100
O15397,100,100
O15400,100,100
O15427,100,100
O15431,100,100
O15438,100,100
O15439,100,100
O15446,100,100
O15460,100,100
O15498,100,100
O15504,100,100
O15511,100,100
O15514,100,100
O15530,100,100
O15533,100,100
O15541,100,100
O15554,100,100
O43137,100,100
O43143,100,100
O43148,100,100
O43149,100,100
O43150,100,100
O43156,100,100
O43159,100,100
O43164,100,100
O43166,100,100
O43169,100,100
O43172,100,100
O43175,100,100
O43181,100,100
O43184,25,75
O43237,100,100
O43242,100,100
O43251,100,100
O43252,100,100
O43264,100,100
O43290,100,100
O43292,100,100
O43293,100,100
O43294,100,100
O43301,100,100
O43310,100,100
O43314,100,100
O43318,100,100
O43324,100,100
O43390,100,100
O43395,100,100
O43396,100,100
O43399,100,100
O43402,100,100
O43414,100,100
O43427,100,100
O43432,100,100
O43447,100,100
O43464,100,100
O43488,100,100
O43491,100,100
O43493,100,100
O43504,100,100
O43513,75,100
O43516,100,100
O43570,100,100
O43572,100,100
O43583,100,100
O43592,100,100
O43598,100,100
O43615,100,100
O43617,100,100
O43633,100,100
O43657,100,100
O43660,100,100
O43663,100,100
O43665,100,100
O43670,100,100
O43674,100,100
O43676,100,100
O43678,100,100
O43681,100,100
O43683,50,100
O43684,100,100
O43707,100,100
O43708,100,0
O43709,100,100
O43715,50,100
O43719,100,100
O43739;Q99418,75,75
O43741,100,100
O43747,100,100
O43752,100,100
O43760,100,100
O43765,100,100
O43768,100,100
O43772,100,100
O43776,100,100
O43795,100,100
O43805,100,100
O43808,100,100
O43809,100,100
O43813,100,100
O43815,100,100
O43818,100,100
O43819,100,100
O43823,100,100
O43824,100,100
O43837,100,100
O43847,100,100
O43852,100,100
O43854,100,100
O43865,100,100
O43896,100,100
O43913,100,100
O43920,100,100
O43924,100,100
O43929,100,100
O60200,100,100
O60216,100,100
O60218,50,100
O60220,100,100
O60231,100,100
O60232,100,100
O60244,100,100
O60256,100,100
O60264,100,100
O60271,100,100
O60287,100,100
O60293,100,100
O60294,100,100
O60306,100,100
O60313,100,100
O60318,100,100
O60333,100,100
O60337,100,100
O60341,100,100
O60343,100,100
O60427,100,100
O60437,100,100
O60443,100,100
O60476,100,100
O60488,100,100
O60493,100,100
O60499,100,100
O60502,100,100
O60504,100,100
O60506,100,100
O60508,100,100
O60518,100,100
O60524,100,100
O60547,100,100
O60563,100,100
O60566,100,100
O60568,100,100
O60573,100,100
O60583,75,75
O60610,100,100
O60613,100,100
O60645,100,100
O60664,100,100
O60671,100,100
O60678,100,100
O60684,100,100
O60701,100,100
O60716,100,100
O60725,100,100
O60749,100,100
O60762,100,100
O60763,100,100
O60783,100,100
O60784,100,100
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880,100,100
O60825,100,100
O60826,100,100
O60828,100,100
O60830,100,100
O60832,100,100
O60841,100,100
O60869,100,100
O60870,100,100
O60879,100,100
O60884,100,100
O60885,100,100
O60888,100,100
O60921,100,100
O60925,100,100
O60927,75,100
O60934,100,100
O60936,100,100
O60942,100,100
O74700,100,100
O75027,100,100
O75044,100,100
O75054,100,100
O75063,100,100
O75083,100,100
O75110,100,100
O75113,100,100
O75116,100,100
O75122,100,100
O75127,100,100
O75128,100,100
O75131,100,100
O75143,100,100
O75146,100,100
O75147,75,0
O75150,100,100
O75152,100,100
O75153,100,100
O75165,100,100
O75167,75,75
O75175,100,100
O75179,100,100
O75190,100,100
O75208,100,100
O75223,100,100
O75251,100,100
O75306,100,100
O75312,100,100
O75319,100,100
O75323,100,100
O75330,100,100
O75334,100,100
O75340,100,100
O75347,100,100
O75348,100,100
O75351,100,100
O75352,100,100
O75367,100,100
O75368,100,100
O75369,100,100
O75376,100,100
O75379,100,100
O75380,100,100
O75381,100,100
O75382,100,75
O75390,100,100
O75391,100,100
O75394,100,100
O75396,100,100
O75400,100,100
O75410,100,100
O75414,100,100
O75419,100,100
O75431,100,100
O75436,100,100
O75438,100,100
O75439,100,100
O75446,100,100
O75448,100,100
O75449,100,100
O75475,100,100
O75477,100,100
O75489,100,100
O75494,100,100
O75496,100,100
O75506,100,100
O75521,100,100
O75525,100,100
O75528,100,100
O75530,100,100
O75531,100,100
O75533,100,100
O75534,100,100
O75554,75,100
O75569,100,100
O75592,100,100
O75607,100,100
O75608,100,100
O75616,100,100
O75643,100,100
O75648,50,100
O75663,100,100
O75665,100,100
O75674,100,100
O75676,100,100
O75683,100,100
O75688,100,100
O75691,100,100
O75694,100,100
O75695,100,100
O75717,100,100
O75718,100,100
O75746,100,100
O75781,100,100
O75787,100,100
O75792,100,100
O75794,100,100
O75815,100,100
O75817,100,100
O75818,100,100
O75821,100,100
O75822,100,100
O75828,100,100
O75832,100,100
O75844,100,100
O75845,100,100
O75874,100,100
O75879,100,100
O75880,100,100
O75884,100,100
O75886,100,100
O75909,100,100
O75915,100,100
O75925,100,100
O75934,100,100
O75935,100,100
O75937,100,100
O75940,100,100
O75943,100,100
O75947,100,100
O75955,100,100
O75962,100,100
O75964,100,100
O75970,100,100
O75976,100,100
O76003,100,100
O76021,100,100
O76024,100,100
O76031,100,100
O76070,100,100
O76071,100,100
O76080,100,100
O76082,100,100
O76094,100,100
O94742,100,100
O94760,100,100
O94763,100,100
O94766,100,100
O94776,100,100
O94782,100,100
O94788,50,100
O94804,100,100
O94808,100,100
O94822,100,100
O94826,100,100
O94829,100,100
O94842,100,100
O94854,75,100
O94855,100,100
O94864,100,100
O94874,100,100
O94875,100,100
O94880,100,100
O94888,100,100
O94901,100,100
O94903,100,100
O94905,100,100
O94906,100,100
O94915,100,100
O94923,100,100
O94925,100,100
O94927,100,100
O94952,50,100
O94964,100,100
O94966,100,100
O94967,100,100
O94973,100,100
O94979,100,100
O94992,100,100
O95067,100,100
O95070,100,100
O95071,100,100
O95081,100,100
O95084,50,100
O95104,100,100
O95139,100,100
O95140,100,100
O95149,75,100
O95155,100,100
O95159,100,100
O95163,100,100
O95164,100,100
O95166;Q9H0R8,75,75
O95167,100,100
O95168,100,100
O95169,100,100
O95182,100,100
O95197,100,100
O95202,100,100
O95208,100,100
O95210,100,100
O95218,100,100
O95219,100,100
O95229,100,100
O95232,100,100
O95235,100,100
O95239,100,100
O95248,100,100
O95249,100,100
O95251,100,100
O95260,100,100
O95263,100,50
O95292,100,100
O95295,100,100
O95297,100,100
O95298,100,100
O95299,100,100
O95302,100,100
O95336,100,100
O95340,100,100
O95347,100,100
O95352,100,100
O95359,100,100
O95361,100,100
O95363,100,100
O95372,100,100
O95373,100,100
O95376,100,100
O95379,100,100
O95391,100,100
O95394,100,100
O95396,100,100
O95400,100,100
O95425,100,100
O95429,100,100
O95433,100,100
O95453,100,100
O95456,100,100
O95466,100,100
O95470,100,100
O95478,100,100
O95484,100,100
O95486,100,100
O95487,100,100
O95490,100,100
O95544,75,75
O95551,100,100
O95562,50,75
O95563,100,100
O95571,100,100
O95573,100,100
O95602,100,100
O95613,75,100
O95619,100,100
O95628,100,100
O95630,100,100
O95633,25,100
O95639,100,100
O95671,100,100
O95674,100,100
O95677,100,100
O95684,100,100
O95707,100,100
O95714,100,100
O95716,100,100
O95721,100,100
O95747,100,100
O95749,100,100
O95757,100,100
O95758,100,100
O95772,100,75
O95777,100,100
O95782,100,100
O95785,100,100
O95786,100,75
O95793,100,100
O95801,100,100
O95816,100,100
O95817,100,100
O95819,100,100
O95825,100,100
O95831,100,100
O95833,100,100
O95834,100,100
O95861,100,100
O95864,100,100
O95865,100,100
O95870,100,100
O95881,100,100
O95900,100,100
O95905,100,100
O95926,100,100
O95983,100,100
O95989,100,100
O95999,100,100
O96000,100,100
O96005,100,100
O96007,25,75
O96008,100,100
O96011,100,100
O96013,100,100
O96017,75,100
O96019,100,100
O96028,100,100
O96033,100,100
P00044,100,100
P00045,100,100
P00127,100,100
P00128,100,100
P00156,100,100
P00163;P03873;P03879;Q9ZZW7,100,100
P00167,100,100
P00175,100,100
P00330,100,100
P00331,100,100
P00338,100,100
P00350,100,100
P00358,100,100
P00359,100,100
P00360,100,100
P00363,100,100
P00367,100,100
P00370,100,100
P00374,100,100
P00387,100,100
P00390,100,100
P00393,100,100
P00395,100,100
P00403,100,100
P00410,100,100
P00424,100,100
P00427,100,100
P00431,100,100
P00441,100,100
P00445,100,100
P00447,100,100
P00448,100,100
P00452,100,100
P00490,100,100
P00491,100,100
P00492,100,100
P00498,100,100
P00505,100,100
P00509,100,100
P00519,100,100
P00533,100,100
P00546,100,100
P00549,100,100
P00550,100,100
P00558,100,100
P00560,100,100
P00561,100,100
P00562,100,100
P00568,100,100
P00579,100,100
P00582,100,100
P00724,100,100
P00729,100,100
P00734,100,100
P00761,100,100
P00803,100,100
P00805,100,100
P00811,25,100
P00812,100,100
P00815,100,100
P00817,100,100
P00830,100,100
P00864,100,100
P00887,100,100
P00888,100,100
P00890,100,100
P00899,100,100
P00918,100,100
P00924,100,100
P00925,100,100
P00926,100,100
P00927,100,100
P00931,100,100
P00934,100,100
P00937,100,100
P00942,100,100
P00946,100,100
P00950,100,100
P00954,100,100
P00956,100,100
P00957,100,100
P00958,100,100
P00959,100,100
P00960,100,100
P00961,100,100
P00962,100,100
P00963,100,100
P00966,100,100
P00968,75,100
P01008,100,100
P01036,25,25
P01094,100,100
P01097,100,75
P01111,100,100
P01112,100,100
P01116,100,100
P01119,100,100
P01120,100,100
P01123,100,100
P01130,100,100
P01137,100,100
P01889,100,100
P01893,100,100
P02042;P68871,100,100
P02293;P02294,100,100
P02309,100,100
P02358,100,100
P02359,100,100
P02400,100,100
P02406,100,100
P02407;P14127,100,100
P02413,100,100
P02452,100,100
P02461,100,100
P02462,100,100
P02511,100,100
P02533,100,100
P02545,100,100
P02557,100,100
P02649,100,100
P02686,75,75
P02749,100,100
P02751,100,100
P02765,75,100
P02768,100,100
P02786,100,100
P02788,100,100
P02792,100,100
P02794,100,100
P02795,100,100
P02829,100,100
P02916,100,100
P02918,100,100
P02919,100,100
P02924,100,100
P02925,100,100
P02929,50,100
P02930,100,100
P02931,100,100
P02942,100,100
P02943,100,100
P02992,100,100
P02994,100,100
P03004,100,100
P03018,100,100
P03023,25,100
P03817,100,100
P03841,100,100
P03871,100,75
P03872,100,100
P03886,100,100
P03915,100,100
P03928,100,100
P03965,100,100
P04004,100,100
P04035,100,100
P04036,100,100
P04037,100,100
P04040,100,100
P04046,100,100
P04049,100,100
P04050,100,100
P04062,100,100
P04075,100,100
P04076,100,100
P04079,100,100
P04080,100,100
P04083,100,100
P04114,100,100
P04128,75,100
P04147,100,100
P04150,100,100
P04179,100,100
P04181,100,100
P04183,100,100
P04216,100,100
P04259,100,100
P04264,100,100
P04335,100,100
P04391;P06960,50,75
P04406,100,100
P04424,100,100
P04425,100,100
P04439,100,100
P04449,100,100
P04456,100,100
P04626,100,100
P04632,100,100
P04693,100,100
P04746;P0DTE7;P0DTE8;P0DUB6;P19961,25,0
P04786,100,100
P04792,100,100
P04801,100,100
P04802,100,100
P04803,100,100
P04805,100,100
P04806,100,100
P04807,100,100
P04818,100,100
P04819,100,100
P04825,100,100
P04840,100,100
P04843,100,100
P04844,100,100
P04846,75,100
P04899,100,100
P04911;P04912,100,100
P04920,100,100
P04949,100,100
P04951,100,100
P04982,100,100
P04983,100,100
P04995,100,100
P05020,100,100
P05023,100,100
P05026,100,100
P05030,100,100
P05042,100,100
P05055,100,100
P05062,50,25
P05067,100,100
P05091,100,100
P05114,100,100
P05121,100,100
P05141,100,100
P05150,100,100
P05161,100,100
P05165,100,100
P05166,100,100
P05194,100,100
P05198,100,100
P05317,100,100
P05318,100,100
P05319,100,100
P05373,100,100
P05374,100,100
P05386,100,100
P05387,100,100
P05388,100,100
P05412,100,100
P05423,100,100
P05453,100,100
P05455,100,100
P05458,100,100
P05459,100,100
P05556,100,100
P05626,100,100
P05694,100,100
P05704,100,100
P05706,100,100
P05707,100,100
P05719,100,100
P05738,100,100
P05739,100,100
P05740,100,100
P05744,100,100
P05745,100,100
P05749,100,100
P05750,100,100
P05755,100,100
P05756,100,100
P05759,100,100
P05783,100,100
P05787,100,100
P05791,50,100
P05793,75,100
P05852,100,100
P06100,100,50
P06101,100,100
P06102,100,100
P06103,100,100
P06105,100,100
P06106,100,100
P06115,100,100
P06129,100,100
P06132,100,100
P06149,100,100
P06168,100,100
P06169,100,100
P06174,75,100
P06182,100,100
P06197,100,100
P06208,100,100
P06245,100,100
P06280,100,100
P06282,75,100
P06396,100,100
P06454,100,100
P06493,100,100
P06576,100,100
P06610,100,100
P06612,100,100
P06616,100,100
P06627,50,100
P06634,100,100
P06700,75,75
P06703,100,100
P06704,100,100
P06709,50,100
P06710,100,100
P06715,100,100
P06730,100,100
P06733,100,100
P06737,100,100
P06738,100,100
P06744,100,100
P06748,100,100
P06753,100,100
P06756,100,100
P06774,100,100
P06776,100,100
P06778,100,100
P06780,100,100
P06782,100,100
P06785,100,100
P06786,100,100
P06787,100,100
P06858,100,100
P06865,100,100
P06899;P23527;P33778;Q16778,100,100
P06959,100,100
P06968,100,100
P06971,100,100
P06974,100,100
P06983,100,100
P06986,75,100
P06987,100,100
P06988,50,100
P06989,75,100
P06992,100,100
P06993,100,100
P06996,100,100
P06999,100,100
P07001,100,100
P07004,100,100
P07012,100,100
P07014,100,100
P07017,100,100
P07018,100,100
P07024,100,100
P07093,100,100
P07099,100,100
P07108,100,100
P07109,50,100
P07117,100,100
P07118,100,100
P07143,100,100
P07149,100,100
P07170,100,100
P07172,100,100
P07195,100,100
P07196,75,100
P07199,100,100
P07203,100,100
P07205,100,100
P07213,100,100
P07237,100,100
P07244,100,100
P07245,100,100
P07246,100,100
P07248,100,100
P07251,100,100
P07253,100,100
P07255,100,100
P07256,100,100
P07257,100,100
P07259,100,100
P07260,100,100
P07262,100,100
P07263,100,100
P07264,100,100
P07267,100,100
P07269,100,100
P07273,100,100
P07274,100,100
P07275,100,100
P07277,100,100
P07278,100,100
P07280;P07281,100,100
P07283,100,100
P07284,100,100
P07285,100,100
P07305,100,100
P07311,100,100
P07330,100,100
P07339,100,100
P07342,100,100
P07347,100,100
P07355,100,100
P07363,100,100
P07364,75,100
P07384,100,100
P07395,100,100
P07437,100,100
P07560,100,100
P07602,100,100
P07604,100,100
P07639,100,100
P07650,100,100
P07686,100,100
P07702,100,100
P07703,100,100
P07711,100,100
P07737,100,100
P07738,100,100
P07741,100,100
P07806,100,100
P07813,100,100
P07814,100,100
P07858,100,100
P07862,100,100
P07900,100,100
P07902,100,100
P07910,100,100
P07913,100,100
P07919,100,100
P07942,100,100
P07947,100,100
P07948,100,100
P07951,100,100
P07954,100,100
P07991,100,100
P07992,100,100
P07996,100,100
P08018,100,100
P08047,75,100
P08067,100,100
P08069,100,100
P08133,100,100
P08134,100,100
P08142,100,100
P08174,100,100
P08192,100,100
P08194,100,100
P08195,100,100
P08200,100,100
P08236,100,100
P08237,100,100
P08238,100,100
P08240,100,100
P08243,100,100
P08244,100,100
P08245,50,100
P08312,100,100
P08331,100,100
P08373,100,100
P08390,100,100
P08395,100,100
P08397,100,100
P08417,100,100
P08425,100,100
P08456,100,100
P08466,100,100
P08506,100,100
P08518,100,100
P08524,100,100
P08525,100,100
P08536,100,100
P08539,100,100
P08559,100,100
P08566,100,100
P08572,100,100
P08574,100,100
P08579,100,100
P08581,100,100
P08621,100,100
P08622,100,100
P08648,100,100
P08651,100,100
P08670,100,100
P08678,100,100
P08679,100,100
P08708,100,100
P08727,100,100
P08729,100,100
P08754,100,100
P08758,100,100
P08779,100,100
P08839,100,100
P08865,100,100
P08956,100,100
P08957,100,100
P08964,100,100
P08997,100,100
P09001,100,100
P09012,100,100
P09030,100,100
P09032,100,100
P09038,100,100
P09053,100,100
P09064,100,100
P09104,100,100
P09110,100,100
P09127,100,100
P09132,100,100
P09147,100,100
P09148,100,100
P09155,100,100
P09158,100,100
P09169,100,100
P09201,100,100
P09211,100,100
P09232,100,100
P09234,100,100
P09323,100,100
P09348,100,100
P09372,100,100
P09373,100,100
P09382,100,100
P09394,100,100
P09417,100,100
P09424,100,100
P09429,100,100
P09435,100,100
P09436,100,100
P09440,100,100
P09457,100,100
P09488,100,100
P09493,100,100
P09496,100,100
P09497,100,100
P09525,100,100
P09543,100,100
P09546,100,100
P09549,100,100
P09551,100,100
P09601,100,100
P09620,100,100
P09622,100,100
P09624,100,100
P09651,100,100
P09661,100,100
P09669,100,100
P09733,100,100
P09734,100,100
P09758,100,100
P09831,100,100
P09832,100,100
P09833,75,100
P09874,100,100
P09880,100,100
P09884,100,100
P09938,100,100
P09959,100,100
P09960,100,100
P09972,100,100
P09996,50,100
P0A698,100,100
P0A6A3,100,100
P0A6A8,100,100
P0A6B4,100,100
P0A6B7,100,100
P0A6C1,100,100
P0A6D0,25,100
P0A6D3,100,100
P0A6D7,100,100
P0A6E4,100,100
P0A6E6,100,100
P0A6F1,100,100
P0A6F3,100,100
P0A6F5,100,100
P0A6F9,100,100
P0A6G3,100,100
P0A6G7,100,100
P0A6H1,100,100
P0A6H5,100,100
P0A6I0,100,100
P0A6I3,100,100
P0A6J5,100,100
P0A6J8,100,100
P0A6K1,100,100
P0A6K3,100,100
P0A6K6,100,100
P0A6L0,100,100
P0A6L2,100,100
P0A6L4,100,100
P0A6L9,100,100
P0A6M8,100,100
P0A6N4,100,100
P0A6N8,100,100
P0A6P1,100,100
P0A6P5,100,100
P0A6P7,100,100
P0A6P9,100,100
P0A6Q3,100,100
P0A6Q6,100,100
P0A6R0,100,100
P0A6R3,100,100
P0A6S0,100,100
P0A6S3,75,100
P0A6S7,100,100
P0A6T1,100,100
P0A6T3,100,100
P0A6T5,100,100
P0A6T9,100,100
P0A6U3,100,100
P0A6U5,100,100
P0A6U8,75,100
P0A6V1,100,100
P0A6V8,100,100
P0A6W5,100,100
P0A6W9,100,100
P0A6X3,100,100
P0A6X7,100,100
P0A6Y1,100,100
P0A6Y5,100,100
P0A6Y8,100,100
P0A6Z1,100,100
P0A6Z3,100,100
P0A705,100,100
P0A707,100,100
P0A715,100,100
P0A717,100,100
P0A720,100,100
P0A722,100,100
P0A725,25,100
P0A729,50,100
P0A731,100,100
P0A734,100,100
P0A738,100,100
P0A742,100,100
P0A744,100,100
P0A746,100,100
P0A749,100,100
P0A759,100,100
P0A761,100,100
P0A763,100,100
P0A780,100,100
P0A784,100,100
P0A786,50,100
P0A790,100,100
P0A794,100,100
P0A796,100,100
P0A799,100,100
P0A7A2,100,100
P0A7A5,75,100
P0A7A7,100,100
P0A7A9,100,100
P0A7B5,100,100
P0A7B8,100,100
P0A7C2,100,100
P0A7C6,100,100
P0A7D1,100,100
P0A7D4,100,100
P0A7D7,100,100
P0A7E1,25,100
P0A7E5,100,100
P0A7E9,100,100
P0A7F3,100,100
P0A7F6,100,100
P0A7F9,100,100
P0A7G2,100,100
P0A7G6,100,100
P0A7I0,100,100
P0A7I4,100,100
P0A7I7,100,100
P0A7J0,100,100
P0A7J3,100,100
P0A7J7,100,100
P0A7K2,100,100
P0A7K6,100,100
P0A7L0,100,100
P0A7L3,100,100
P0A7L8,100,100
P0A7M2,100,100
P0A7M6,100,100
P0A7M9,100,100
P0A7N4,100,100
P0A7P5,100,100
P0A7R1,100,100
P0A7R5,100,100
P0A7R9,100,100
P0A7S3,100,100
P0A7S9,100,100
P0A7T3,100,100
P0A7T7,100,100
P0A7U3,100,100
P0A7U7,100,100
P0A7V0,100,100
P0A7V3,100,100
P0A7V8,100,100
P0A7W1,100,100
P0A7W7,100,100
P0A7X3,100,100
P0A7X6,100,100
P0A7Y0,100,100
P0A7Y4,50,100
P0A7Y8,25,100
P0A7Z0,100,100
P0A7Z4,100,100
P0A800,100,100
P0A805,100,100
P0A809,25,100
P0A812,75,100
P0A817,100,100
P0A825,100,100
P0A830,100,100
P0A836,100,100
P0A840,25,100
P0A847,100,100
P0A850,100,100
P0A853,100,100
P0A855,100,100
P0A858,100,100
P0A862,100,100
P0A867,100,100
P0A870,100,100
P0A873,100,100
P0A877,100,100
P0A879,100,100
P0A881,75,100
P0A884,100,100
P0A887,100,100
P0A890,100,100
P0A894,100,100
P0A8A0,100,100
P0A8A2,100,100
P0A8A4,100,100
P0A8A8,100,100
P0A8B2,50,100
P0A8B5,100,100
P0A8D0,75,100
P0A8D3,75,100
P0A8E1,100,100
P0A8E5,25,100
P0A8E7,100,100
P0A8F0,100,100
P0A8F4,100,100
P0A8F8,100,100
P0A8G3,100,100
P0A8G6,100,100
P0A8G9,100,100
P0A8H6,100,100
P0A8H8,100,100
P0A8I3,100,100
P0A8I5,100,100
P0A8I8,75,100
P0A8J2,25,100
P0A8J4,100,100
P0A8J8,100,100
P0A8K1,100,100
P0A8K5,100,100
P0A8L1,100,100
P0A8M0,100,100
P0A8M3,100,100
P0A8M6,100,100
P0A8N0,50,100
P0A8N3,100,100
P0A8N5,100,100
P0A8N7,25,100
P0A8P3,100,100
P0A8Q0,50,100
P0A8R0,100,100
P0A8R4,25,100
P0A8S1,100,100
P0A8S9,50,100
P0A8T1,100,100
P0A8T7,100,100
P0A8U6,100,100
P0A8V2,100,100
P0A8V6,100,100
P0A8W0,100,100
P0A8W2,100,100
P0A8W5,50,100
P0A8W8,100,100
P0A8X0,100,100
P0A8X2,100,100
P0A8Y3,100,100
P0A8Y5,100,100
P0A8Z0,75,100
P0A903,100,100
P0A905,100,100
P0A908,100,100
P0A910,100,100
P0A912,100,100
P0A917,100,100
P0A921,50,100
P0A927,100,100
P0A935,100,100
P0A940,100,100
P0A951,75,100
P0A953,100,100
P0A955,100,100
P0A959,75,100
P0A962,100,100
P0A964,100,100
P0A968,100,100
P0A972,100,100
P0A988,100,100
P0A991,100,100
P0A993,100,100
P0A998,100,100
P0A9A6,100,100
P0A9A9,100,100
P0A9B2,100,100
P0A9B6,100,100
P0A9C0,100,100
P0A9C3,100,100
P0A9C5,100,100
P0A9C9,100,100
P0A9D2,100,100
P0A9D4,100,100
P0A9D8,100,100
P0A9E5,100,100
P0A9F1,100,100
P0A9F3,100,100
P0A9G6,100,100
P0A9H1,100,100
P0A9H3,100,100
P0A9H5,100,100
P0A9H7,100,100
P0A9H9,100,100
P0A9J6,100,100
P0A9J8,100,100
P0A9K3,100,100
P0A9K7,100,100
P0A9K9,100,100
P0A9L3,100,100
P0A9L5,100,100
P0A9L8,100,100
P0A9M0,100,100
P0A9M2,100,100
P0A9M5,100,100
P0A9M8,100,100
P0A9N4,100,100
P0A9P0,100,100
P0A9P4,100,100
P0A9P6,100,100
P0A9Q1,100,100
P0A9Q5,100,100
P0A9Q7,100,100
P0A9Q9,100,100
P0A9R4,100,100
P0A9R7,100,100
P0A9S1,100,100
P0A9S5,25,100
P0A9T0,100,100
P0A9T4,50,100
P0A9U3,100,100
P0A9V1,100,100
P0A9W3,100,100
P0A9W6,100,100
P0A9W9,100,100
P0A9X4,100,100
P0A9X9,100,100
P0A9Z1,100,100
P0AA04,100,100
P0AA10,100,100
P0AA16,100,100
P0AA25,100,100
P0AA31,100,100
P0AA39,100,100
P0AA43,100,100
P0AA91,100,100
P0AA97,50,100
P0AAB4,100,100
P0AAB6,100,100
P0AAB8,25,100
P0AAC0,100,100
P0AAC8,100,100
P0AAD6,100,100
P0AAE0,75,100
P0AAF6,100,100
