PG.ProteinGroups,HYE mix A/HYE mix B|signal_log2_ratio,HYE mix A/HYE mix B|raw_p_value,HYE mix A/HYE mix B|adjusted_p_value
P06282,-0.4958237026103716,0.7302170352416703,1
P06396,-0.010137987873444743,0.9999997938080043,1
P06454,-0.587008746585811,0.4856628193238632,0.8619992911287422
P06493,-0.03162189355229869,0.9655869231664373,1
P06576,0.032390580874171,0.9881521965288158,1
P06610,-2.094487091252108,3.369487393979521e-8,2.0428231200448723e-7
P06612,-1.692570665636058,2.5865557322058467e-26,1.2502851154189613e-24
P06616,-0.4145187146529544,0.11145400952123831,0.2632070810238574
P06627,-1.9663961677237232,5.582679654583722e-4,0.001961001463644345
P06634,0.9241275083830498,1.7565927154753648e-24,6.930145746237552e-23
P06700,-0.20688695745690455,0.9996243723011631,1
P06703,-0.054288129959693,0.9774511169285562,1
P06704,0.9429964892434536,1.1007744003428077e-8,7.180796407342657e-8
P06709,-2.3095620529311534,2.088512647859721e-6,1.0045642861578962e-5
P06710,-1.7434879312407154,6.141238245269612e-6,2.7853604230764245e-5
P06715,-1.8811324951272574,3.086841912790618e-17,5.780959959189551e-16
P06730,0.04224453207792699,0.8520999665411246,1
P06733,0.0742381652303942,0.9518793047479863,1
P06737,0.0037198906277090657,1,1
P06738,0.8811164657055057,4.068919087668877e-26,1.9320164039723327e-24
P06744,-0.001281143464663525,0.9999999999999993,1
P06748,0.059875961452266646,0.6342550661442679,1
P06753,0.04726726636399631,0.7587381763203461,1
P06756,-0.039464110881627885,0.9999560274616854,1
P06774,0.6075134055015624,0.007673579933817046,0.022467990796668683
P06776,2.222004082425503,0.036411928771037765,0.09479291791412088
P06778,0.32894689172311065,0.15406992783111387,0.34821491060566195
P06780,0.9353813538674839,7.150148423053955e-8,4.1564595193820146e-7
P06782,0.7156185828991333,4.897837417635004e-5,1.9916139950224034e-4
P06785,0.8768053546950111,1.2416302898374169e-8,8.016807846116318e-8
P06786,0.5329578543323781,9.973801159427736e-4,0.003380570443519237
P06787,1.0115206591801407,8.221326320655659e-10,6.226044653984183e-9
P06858,-0.1412557431554647,0.5776230347595339,0.9666988125397004
P06865,0.024631001032420406,0.9781359054364747,1
P06899;P23527;P33778;Q16778,-0.13187074994924827,0.39896539788292434,0.7490023941010604
P06959,-1.9193490495449086,2.5087146701504475e-40,4.641554676790423e-38
P06961,-0.16369072500081952,0.5705087614575451,0.9586798495460253
P06968,-1.720405336630717,5.0024145386695624e-5,2.0302916193064706e-4
P06971,-1.5974423106681377,3.6264537322983665e-24,1.389838392903349e-22
P06974,-1.8929407979422954,2.3128826842099674e-15,3.510543717716713e-14
P06983,-1.9911678913973456,2.843365086309929e-12,2.945188295481839e-11
P06986,-1.8538688598889979,1.2324593697892615e-5,5.365323122599824e-5
P06987,-0.8764591306493292,4.9336920922933774e-9,3.382968041047938e-8
P06988,-1.063797036858915,0.050724181349397914,0.12889443288192967
P06989,-1.6068498404314888,0.002164474016677905,0.006981355777869132
P06992,-1.2731843287139457,2.0041611907060666e-6,9.670257975479677e-6
P06993,-1.2236972362537495,1.3051725382156134e-11,1.237262058974536e-10
P06996,-1.9015420314496643,4.704141464302925e-33,4.50715554048524e-31
P06999,-0.8459394519667793,9.711820128911514e-7,4.89284233818542e-6
P07001,-1.1120326978719681,1.7109560948344746e-8,1.0774806252153021e-7
P07004,-1.9595722790498413,4.172272872106716e-17,7.704278977330103e-16
P07012,-1.7594066708588532,1.5151625130181226e-18,3.401508143765162e-17
P07014,-1.9909906883911275,7.73110152618375e-20,2.0284217720654723e-18
P07017,-1.9203825013212876,7.249714127734467e-36,9.261509798180782e-34
P07018,-1.4402536889428754,2.9986571943733346e-14,3.945962325711219e-13
P07023,-0.5275154270477488,0.1502000845625665,0.34148243801714007
P07024,-1.4565281135984498,1.147083972764832e-12,1.2433695062363043e-11
P07093,-0.017748717403326002,0.9984992477306587,1
P07099,-8.828939930246385e-4,0.9999999999999998,1
P07108,0.044099730323231286,0.9037588567069206,1
P07109,-4.337087477063658,0.005976587176829043,0.017849918451030466
P07117,-1.2650187397026849,0.21860359685575403,0.46785703986021077
P07118,-1.7413308504042244,1.7585249204404787e-43,4.975947795821128e-41
P07143,1.1065062814103188,1.2284243402541101e-8,7.950676474829225e-8
P07149,0.9606780271825153,2.8089059970374156e-75,6.028474050841701e-72
P07170,1.0218430463739547,8.251215891944257e-15,1.1821601833972473e-13
P07172,1.0762094394031327,1.6823657961424719e-10,1.3973271949229773e-9
P07195,-0.05817879279933373,0.775547290467622,1
P07196,-4.8315258234498515,0.0071233150718031605,0.020988548609423317
P07199,-0.41476610169819716,0.35431905894009125,0.6850806885560575
P07203,-0.0589198002599005,0.7183364376025527,1
P07213,0.977809892031553,2.782407790467162e-20,7.749494284667625e-19
P07237,0.041063873138130806,0.937478677952321,1
P07244,1.0336945724572022,3.6418430111619104e-31,3.029505221145617e-29
P07245,0.9942186209969364,1.0431950288065867e-36,1.3993157317654352e-34
P07246,0.961186616864802,3.8159515533587426e-14,4.933611580613574e-13
P07248,1.0210878598551019,1.6654712476804452e-11,1.5556447775641934e-10
P07251,1.046798874952922,5.76314839291911e-23,2.0210570393599664e-21
P07253,0.9142272984893176,8.623791558415452e-8,4.975371355556785e-7
P07255,0.9223703966192512,2.400532208108218e-5,1.010993372260961e-4
P07256,0.9837809701726399,1.1647601432994971e-23,4.280493526625652e-22
P07257,1.029292986261215,1.3325392298362852e-24,5.355609915870104e-23
P07259,0.9798466632075299,6.183849246389685e-101,6.635888626300771e-97
P07260,0.9939491357742926,3.1536914637774283e-12,3.257195678324888e-11
P07262,0.9182459039482211,5.464240102334358e-22,1.771503339521148e-20
P07263,0.8490661930855125,3.88728221990997e-17,7.192142327905843e-16
P07264,1.0070506575801617,7.686280234684395e-33,7.299245415787456e-31
P07267,1.0515646300091972,3.914829201416226e-13,4.483461276456513e-12
P07269,1.1262849471261824,1.284998937297642e-4,4.8794492555346766e-4
P07273,0.7250252166491487,2.17804493102369e-10,1.7841679507492532e-9
P07274,0.7174488423603798,3.402631494614052e-5,1.4065346135864172e-4
P07275,0.9934536735340838,3.912749651223133e-18,8.364086953640526e-17
P07277,0.9623847853857473,1.5136895315285626e-6,7.430650669182528e-6
P07278,1.0233990979069574,1.9676353244070032e-15,3.020700238370751e-14
P07280;P07281,1.0446552616711378,9.825450651843284e-11,8.31521379691879e-10
P07283,0.9483181261269101,4.389036512611538e-18,9.253192694859412e-17
P07284,0.9244571772643557,2.1362672559175626e-23,7.744690514611947e-22
P07285,1.0266816260685467,8.926314697571983e-6,3.9631064550949506e-5
P07305,0.06395166859592571,0.8660991986968549,1
P07311,-0.10061590846197992,0.30904324994321897,0.6160771159466251
P07330,-2.348836187755625,1.2546715842254068e-6,6.220579114856388e-6
P07339,-0.11872062357826563,0.18482228564513384,0.4070034777873859
P07342,0.8513460525042136,4.213986606410034e-19,1.0139078536633649e-17
P07347,0.914377854895607,1.9532191031095956e-8,1.2207335000273193e-7
P07355,0.051122312091278294,0.6801358991253101,1
P07363,-1.7041002525006401,1.5801077242398982e-27,8.831320827509557e-26
P07364,-1.4165939396903453,6.16254144483447e-5,2.4592871790449493e-4
P07384,0.0018444302393904135,1,1
P07395,-1.8365404024891467,9.526598325495199e-29,5.978358282508127e-27
P07437,0.026490342419907043,0.8426815010550224,1
P07560,1.0572784856210142,3.388730467634729e-8,2.0533295679383555e-7
P07602,-0.33319496291009754,0.08584575186727378,0.20856028147786163
P07604,-0.9541804246015706,2.6797700157279953e-5,1.1211154790946245e-4
P07639,-1.5174002960061823,1.1451653829497121e-8,7.461305236450128e-8
P07650,-1.8157871665917886,3.32121481515034e-19,8.136976297118332e-18
P07686,-0.06015116085537997,0.85552210361607,1
P07702,0.9351416752480362,3.858769937085657e-29,2.588028762179136e-27
P07703,0.8562397548765772,6.665806599872935e-12,6.58056767463077e-11
P07711,0.022094680512576653,0.9707417962647003,1
P07737,-0.021345314306349172,0.9999269598337939,1
P07738,-0.02475919151978644,0.9117697777944587,1
P07741,0.0026819144019900355,0.9999968363005141,1
P07806,0.9065089215444289,4.940708028110324e-42,1.1045570385344143e-39
P07813,-1.9030170980001255,5.3138697319280884e-48,2.7153874330152532e-45
P07814,0.0347650411415488,0.9999986679821946,1
P07858,-0.11672141851016501,0.6814412392103434,1
P07862,-1.8434987351382472,1.6212310176430404e-8,1.0251873924765744e-7
P07900,0.011683767572787324,0.9999999999988256,1
P07902,0.03824442569240245,0.8191013468006019,1
P07910,-0.051576102111847794,0.8482328339448775,1
P07913,-1.934526292464664,2.5520097200378324e-12,2.6510761186569195e-11
P07919,-0.4462256555239658,0.010611544324126495,0.03022093475111503
P07942,-0.2717377971664772,0.006268794327260806,0.018655139191856827
P07947,-0.134616417905036,0.19463352398921124,0.4240837250615687
P07948,0.18107932590868558,0.44039547934908974,0.8030808822473289
P07951,-0.0025386105731953932,0.9999918752246015,1
P07954,0.021346597954193,0.9948090894785535,1
P07991,1.1823316575931455,2.045541391109751e-11,1.8841806581973164e-10
P07992,0.38969984553923964,0.3434804557127611,0.6700397691789928
P07996,-0.18201623016775428,0.047594186550647566,0.12152883488969439
P08018,1.0476295514303542,7.591250698194231e-7,3.879129106777252e-6
P08047,0.0789153645385869,0.9935155886831428,1
P08067,1.016703056909207,1.6381817489047822e-12,1.7457128448358704e-11
P08069,-3.745067252270266e-4,0.9999999999999905,1
P08133,0.010973427714665087,0.9999999715930699,1
P08134,-0.07191354541652681,0.4361960282257208,0.7978216428993028
P08142,-0.784089712054874,0.042574605735990076,0.1096395714309838
P08174,-1.2631893471409499,1.0606030270942814e-5,4.6511365278907784e-5
P08192,-1.4030321786273052,6.32464483938584e-9,4.273914595179436e-8
P08194,-1.258439896657831,5.312042007388387e-9,3.630797629381196e-8
P08195,0.015882005675884988,0.9995569625733323,1
P08200,-1.9966763144817419,4.740568032476209e-31,3.824889891466331e-29
P08236,-0.059545057290773765,0.7319882962638496,1
P08237,0.016704480891260066,0.9993823713536694,1
P08238,0.017862599723560392,0.9999999765790333,1
P08240,0.0722378027712409,0.3275545814522211,0.6457814098041126
P08243,0.04697256725217977,0.749210066580404,1
P08244,-1.4538392160839901,1.657822099558495e-8,1.0464758206095418e-7
P08245,-1.5616225547306573,1.5282273912298297e-4,5.736064405486989e-4
P08312,-1.9823893114685096,7.284588269722617e-19,1.699367754834639e-17
P08331,-1.6846873943107235,4.21127797046604e-25,1.7933025357567886e-23
P08373,-0.8772627661564257,0.013838256614485536,0.03858101629775118
P08390,-1.1595537961952984,2.9039934622239976e-9,2.051530865248566e-8
P08395,-1.511031900685278,5.203528890748155e-7,2.709319191005262e-6
P08397,0.37073650827763416,0.09731540850687727,0.23343912555265237
P08417,0.9928827132884649,9.921641935637203e-18,1.9975448332330735e-16
P08425,0.6856321748921835,0.01903576813546236,0.051845895396357006
P08456,0.9799525852172815,4.0182389058997064e-5,1.6489377322833558e-4
P08466,1.1344518119594191,3.867348679977375e-5,1.5912775569339424e-4
P08506,-1.698589493009113,9.76698403468165e-21,2.7727382454012904e-19
P08518,0.9035696610744924,1.5613131032467802e-26,7.720945120249401e-25
P08524,0.987627654895181,3.217602873883732e-13,3.7235567877576495e-12
P08525,0.7946451513626818,0.01716875498852337,0.04716792365126581
P08536,0.8949307287338067,2.072007935628136e-4,7.656583043121739e-4
P08539,0.7761818449156581,1.0475886334774158e-9,7.82301574519565e-9
P08559,-0.008943959915698468,0.9999948201767977,1
P08566,0.7498489488519351,1.0489323573564807e-33,1.0720088692183232e-31
P08572,-0.10637219703668703,0.2760666567398393,0.5647105019968005
P08574,0.13860104513012803,0.40083491117617925,0.7515917231926577
P08579,0.12772857673106755,0.6671359984391132,1
P08581,-0.03744865765998182,0.9990398078999116,1
P08621,0.03292117026152647,0.9236958441818699,1
P08622,-1.9382512785103914,4.790114368435349e-16,7.969413532973601e-15
P08648,-0.10660122376667677,0.28811648030242215,0.5832475697106047
P08651,-0.120589765937524,0.34769780767860536,0.6758096674876135
P08670,0.030159997363609713,0.9979686811402961,1
P08678,1.0134208590861287,2.69013496717347e-10,2.1803503272461104e-9
P08679,1.0486638272911064,1.826005892048257e-13,2.1893708634156252e-12
P08708,-0.06933899857172926,0.632255773294915,1
P08727,-0.0276714213310805,0.9994662786811094,1
P08729,0.03609715044805735,0.9223602072310743,1
P08754,-0.017374267223892775,0.9628012821060203,1
P08758,0.027791318181852574,0.9815557543093918,1
P08779,-0.09333555481802829,0.7810954932099361,1
P08839,-1.789991958500523,5.111786207684339e-31,4.0936252085567645e-29
P08865,-0.2714679075885914,0.0014675643230667875,0.004851642868401016
P08956,-1.7426801808630936,6.95763699058211e-26,3.2321386383522345e-24
P08957,-1.7411692143116646,2.992102847647358e-23,1.0667194570798605e-21
P08964,0.6909789869245196,0.003948883059410037,0.012243705319424763
P08997,-1.4129531741537993,1.0272586948072727e-11,9.860029565274458e-11
P09001,0.07603451162239869,0.8660383183099978,1
P09012,-0.03142189407598167,0.9236353388321049,1
P09030,-1.7544123482057683,7.713011338099346e-17,1.3864040983106213e-15
P09032,0.3204324667612177,0.008680449814802475,0.025196079784323873
P09038,0.07927613493451957,0.3375259249738285,0.6615508129487039
P09053,-1.3666133623436458,1.0392279392344738e-9,7.765985387134498e-9
P09064,0.9406456038901261,1.1822217596920669e-14,1.656190822879317e-13
P09104,0.05303791783141704,0.7833573511558789,1
P09110,0.10126475252469681,0.364625212421895,0.699712652807467
P09127,-1.8300692451840084,6.527338744886968e-27,3.3467432732956903e-25
P09132,-0.319027361249797,0.04884081329590053,0.12440322038412262
P09147,-1.910486485469629,1.1969302854499097e-14,1.6746100251842218e-13
P09148,-1.8149879840314551,3.3565136657642365e-10,2.693997617600301e-9
P09155,-0.8421810504864476,1.5486495391318194e-5,6.660744771312045e-5
P09158,-0.8691010252671939,0.00505681006113592,0.01537677210712654
P09169,-1.805804399156643,1.3270620214766545e-15,2.0892757082563873e-14
P09201,1.0112212798583364,3.1061986014322867e-9,2.1828825927943596e-8
P09211,-0.03043731349584453,0.9936063270961868,1
P09232,0.8810883634642068,3.7366670419628166e-10,2.979061963395467e-9
P09234,-0.2385050218168251,0.26678203726683863,0.5500169148723238
P09323,-1.5769690558876484,5.373466777050795e-12,5.38903476490954e-11
P09348,-1.2258357775304318,1.543253270129431e-7,8.589549191783676e-7
P09372,-1.9181637238194165,1.1080370264962196e-11,1.0588018994951853e-10
P09373,-1.9100686707095995,2.0419135540522634e-50,1.3694858967834275e-47
P09382,-0.05952157365926603,0.5115755589310285,0.8923467690001408
P09394,-1.848582365249601,1.0279866435087611e-26,5.179025667367378e-25
P09417,0.04694968094379266,0.729393064614428,1
P09424,-1.4044775062927028,2.1431659038245594e-15,3.27744806297488e-14
P09429,0.04042912935528893,0.8157479763342802,1
P09435,0.9668078321343917,3.4933198321321036e-11,3.112143068060508e-10
P09436,0.9689597354415195,2.0380493922366475e-43,5.607771289254221e-41
P09440,0.9332360382657268,8.311600913034037e-21,2.3976287472518346e-19
P09457,1.0516243914531556,1.2474982489033107e-12,1.345417458189088e-11
P09488,-0.005639168898628851,0.9999803784327679,1
P09493,0.057549410629120404,0.5649527750044763,0.9517281363536947
P09496,0.03638111214188875,0.933237594145411,1
P09497,0.1730106999334616,0.13714682786646598,0.3153466059213727
P09525,-0.004252241847688328,0.999999998794534,1
P09543,0.05535436235308447,0.9602923666296173,1
P09546,-1.9358948869114216,5.499801397613542e-67,7.377296099723865e-64
P09549,-2.2765537692982276,1.0223025425547084e-6,5.133518289262787e-6
P09551,-2.0299204421714743,1.1068033804125035e-17,2.2158781856728686e-16
P09601,0.040304095122028046,0.8620580917213201,1
P09620,1.4694744028440896,5.73112965944196e-10,4.4565762590921505e-9
P09622,0.03405371664780287,0.9676440982602504,1
P09624,1.004194826376173,4.249138726630302e-22,1.3859424825370752e-20
P09651,0.01901599340581214,0.9808755555543456,1
P09661,0.037080379028825966,0.8636280745365972,1
P09669,-0.10931477363740696,0.7598639871900716,1
P09733,0.6136890691789768,0.01248294301922725,0.03513098912649557
P09734,1.0005351321600702,1.4543058377851252e-11,1.371366954769084e-10
P09758,-0.2598157124498862,0.6433052811270468,1
P09831,-1.749715496568231,5.353776430527355e-34,5.688254938216737e-32
P09832,-1.2263500513846832,2.182901554714182e-15,3.3321076221391016e-14
P09833,-1.4652420965805706,4.824280582557887e-5,1.964681401572246e-4
P09874,0.012749818557136904,0.999999997960834,1
P09880,0.8189046072251713,0.045737054094419624,0.11716503401461374
P09884,-0.07264081709279856,0.6249667345458235,1
P09938,0.9034290547538579,2.135556580312257e-16,3.658736783283853e-15
P09959,1.1823356276046375,4.88279278991152e-6,2.2344242826669733e-5
P09960,0.004463496322266074,0.9999999999949973,1
P09972,0.009565541541269276,0.9847529581133553,1
P09996,-1.4542066354467258,5.372544385765302e-4,0.001896472822488403
P0A698,-1.9064177615130204,2.219249879848452e-18,4.8800759140683885e-17
P0A6A0,-1.0237638361397985,0.808105411123978,1
P0A6A3,-1.995420890815792,6.719369716760296e-17,1.2242029954253776e-15
P0A6A8,-1.7929055359596104,1.843058691278129e-5,7.860835777466455e-5
P0A6B4,-1.752581717144784,1.3749782027743114e-6,6.78460757397201e-6
P0A6B7,-1.857240458670566,1.9613500287994833e-27,1.0849096473735699e-25
P0A6C1,-1.9926853051521038,1.3895056563147462e-7,7.778187375020106e-7
P0A6D0,-0.8872777323390906,0.1969193915453148,0.42809084299472955
P0A6D3,-1.4226692363512763,4.6700671563722095e-9,3.210409394941075e-8
P0A6D7,-1.8117094799094062,2.4366304809989766e-13,2.8701955753677297e-12
P0A6E4,-1.039366306593513,2.081989555519938e-8,1.2959298097612794e-7
P0A6E6,-1.9431636540789856,7.258883671294222e-7,3.717358019923281e-6
P0A6F1,-1.7790546616345473,4.0699542976949054e-8,2.4426554568548115e-7
P0A6F3,-1.877726320409638,1.1876845014544918e-37,1.699338984681087e-35
P0A6F5,-1.9235886643189641,2.701199979910328e-41,5.469165468758062e-39
P0A6F9,-1.8919024220720648,2.0965566952068313e-10,1.7213580639835124e-9
P0A6G3,-1.4942274402657503,2.4704171902773936e-5,1.0379814748968955e-4
P0A6G7,-1.7633097117920216,4.951888550987034e-8,2.9439731878471943e-7
P0A6H1,-1.87831412951919,1.8871502081366502e-24,7.417951971983294e-23
P0A6H5,-1.8874817748566057,3.308234465820694e-28,1.9399269974164955e-26
P0A6I0,-2.2044548311588668,5.502842560626504e-12,5.503355407090682e-11
P0A6I3,-1.657330847757367,2.1409923175449834e-7,1.1721932938558784e-6
P0A6I6,-2.717507136697013,0.003054474188037312,0.009661370289806665
P0A6J5,-1.914517120213059,2.069773686996833e-22,6.855167109618216e-21
P0A6J8,-1.7745955933203872,5.644443636326296e-16,9.304228058589475e-15
P0A6K1,-1.2856961058903045,2.001272024112027e-4,7.418186559843234e-4
P0A6K3,-1.8041141399517904,4.2770226247958547e-10,3.3897141644523127e-9
P0A6K6,-1.9085105480177,2.9201675858780887e-20,8.076370712386023e-19
P0A6L0,-1.7241275538193073,5.149143166020051e-10,4.030303086401252e-9
P0A6L2,-1.9479369743625443,3.3497169392667688e-12,3.446386622748964e-11
P0A6L4,-1.8319018229355026,8.348873718466087e-13,9.207786626193173e-12
P0A6L9,-1.814947569048656,3.1411380013869425e-7,1.6767915904723845e-6
P0A6M8,-1.9683840221465376,3.1457416437459918e-49,1.8753863099465688e-46
P0A6N4,-2.0027492481237834,2.48308390551013e-10,2.0232326036468642e-9
P0A6N8,-1.8051113399738326,6.065097486882352e-10,4.695855781510427e-9
P0A6P1,-1.919322845657244,1.5937052797014036e-33,1.5689955372913542e-31
P0A6P5,-1.8316253252716643,3.747821637927772e-20,1.0233555724326443e-18
P0A6P7,-1.6818329284816376,6.497638445150013e-10,5.0054672042286275e-9
P0A6P9,-1.9209779933868805,2.3235834093216996e-26,1.1282521975308216e-24
P0A6Q3,-1.9216760429752222,1.6171950378903456e-14,2.2079033017304452e-13
P0A6Q6,-1.9478623428137165,1.1374754927025724e-11,1.085965259091753e-10
P0A6R0,-1.8780438866921418,1.8697907274616044e-15,2.882862686262999e-14
P0A6R3,-2.0085037967628425,8.499858532185405e-6,3.781591289754626e-5
P0A6S0,-1.7748605781878752,1.4704476332173035e-11,1.3841555747416566e-10
P0A6S3,-1.024173833053406,7.773540196434233e-4,0.0026839723245796576
P0A6S7,-1.2462070831315362,2.3764482974976043e-6,1.1349206355339027e-5
P0A6T1,-1.8362394911614115,9.817717699567214e-26,4.4831458993215226e-24
P0A6T3,-1.871738233010937,3.952227049499612e-12,4.035332870426293e-11
P0A6T5,-1.833437779797219,4.63928835210189e-11,4.080672402164375e-10
P0A6T9,-1.9148147539940057,2.1935776646362806e-7,1.1973185106415019e-6
P0A6U3,-1.3051163916302138,7.323587419952253e-7,3.7477070387938783e-6
P0A6U5,-2.5965137623234003,3.1156668477009915e-6,1.4612858803618592e-5
P0A6U8,-1.154665968838222,3.389074371082701e-7,1.7995129676441595e-6
P0A6V1,-1.245553179170924,1.4385459470756444e-5,6.222102603010374e-5
P0A6V8,-1.7205217829050257,3.332322770410273e-8,2.0248672508081903e-7
P0A6W5,-1.9292683935146782,1.6492262962726412e-18,3.664150597370955e-17
P0A6W9,-1.2699890918551322,4.7787864656773585e-11,4.1930627606855054e-10
P0A6X3,-2.1044382141003846,6.485026326755801e-11,5.598617659888697e-10
P0A6X7,-1.8678677551163372,1.7914813068777821e-9,1.2963173232707673e-8
P0A6Y1,-1.592757437006407,5.776007964114591e-5,2.3162309963719612e-4
P0A6Y5,-1.939282785727711,3.024300498436006e-10,2.4438078801744562e-9
P0A6Y8,-1.9489443572723768,2.652212175654637e-56,2.8460888856949905e-53
P0A6Z1,-1.6603308996120072,2.33162759406812e-18,5.1062644310091825e-17
P0A6Z3,-1.9010268711793188,2.0076882582963406e-50,1.3694858967834275e-47
P0A6Z6,-2.9529587727089397,0.004001798214217821,0.012389872082161408
P0A705,-1.7429179408361242,1.202880865921882e-38,1.870741242348944e-36
P0A707,-1.9706152584347087,1.754756878729798e-12,1.8607011922578523e-11
P0A715,-1.9564976360427422,2.0389611068322362e-17,3.9001945877748177e-16
P0A717,-1.8894818629030161,9.732655398212257e-16,1.5611528412289347e-14
P0A720,-1.0867433902364005,1.0309727336476757e-6,5.173241340552924e-6
P0A722,-1.8239824033998504,6.070215335580444e-6,2.7543120831337737e-5
P0A725,-2.1975925580426092,1.6145898163192268e-4,6.045416370872861e-4
P0A729,-1.05826312746387,5.228249045450589e-4,0.0018491872283035687
P0A731,-1.618826912441991,7.765740199697987e-6,3.4737039634413965e-5
P0A734,-1.9063655534140225,2.0225164384901615e-8,1.260373048863991e-7
P0A738,-1.602265354998382,3.9871421773755715e-8,2.398319658375407e-7
P0A742,-2.0078471665938045,4.523314401346788e-6,2.0805695173961586e-5
P0A744,-1.6660884103617144,6.263044444142172e-5,2.4975373441133277e-4
P0A746,-2.8163647871645168,1.3696913452081708e-7,7.67527823782187e-7
P0A749,-1.3253199089178114,2.379903004241944e-15,3.6020788629788856e-14
P0A759,-1.8565419760829052,8.8181680937705e-9,5.831622148195917e-8
P0A761,-1.4296983505874812,7.651721971855168e-8,4.433619248378931e-7
P0A763,-2.008301870797921,2.0320125151107315e-14,2.718893553572726e-13
P0A780,-1.774396220289323,3.721983848497758e-9,2.581810515722653e-8
P0A784,-1.962257459359197,9.545468531647889e-10,7.168119161169594e-9
P0A786,-1.4627331583540901,1.0796918964447534e-7,6.133495892402673e-7
P0A790,-1.6863166554099094,2.401908236046688e-6,1.1465692740665929e-5
P0A794,-2.052545887166256,1.860157702577035e-8,1.1659668403244253e-7
P0A796,-1.6572954576709817,5.503850418670965e-8,3.248724908842581e-7
P0A799,-1.9095857853643794,1.2198982527526564e-30,9.417790036178961e-29
P0A7A2,-1.6209856071325632,1.2084999398754271e-8,7.835899005923388e-8
P0A7A5,-1.2820162032844866,7.508033675894689e-5,0.00029544814586001435
P0A7A7,-1.3902743803129674,3.626746614244455e-17,6.744994439767287e-16
P0A7A9,-2.04738588223184,1.2017254536288198e-16,2.1280059146684595e-15
P0A7B1,-1.4029619921372671,0.0015154714311329072,0.004991566583022476
P0A7B5,-1.4000387693849572,2.139205777117087e-13,2.542172446760073e-12
P0A7B8,-1.0420914849250953,1.2006747060047562e-5,5.233322611753468e-5
P0A7C2,-2.321125906697235,1.8308255095593105e-6,8.865789053736896e-6
P0A7C6,-1.4158056285246698,2.742704701334528e-8,1.6818265228583323e-7
P0A7D1,-1.7077621123456617,1.1019583566894965e-9,8.189137898639188e-9
P0A7D4,-1.8982602133019948,4.729339517715707e-31,3.824889891466331e-29
P0A7D7,-1.942185248400806,3.115320197180311e-9,2.187860015441225e-8
P0A7E1,-1.528928651505115,0.029429554247738587,0.07788126920653089
P0A7E5,-1.8184508067276446,4.2134732429265804e-27,2.2164108514629967e-25
P0A7E9,-1.871713749396566,2.877995591203223e-7,1.5434168260470658e-6
P0A7F3,-1.5584396366353162,1.4104959045873981e-7,7.883349766733004e-7
P0A7F6,-1.466651535813,1.7429599371211737e-6,8.467045307943555e-6
P0A7F9,-1.4237845737374784,1.9357499702087717e-5,8.223488887692133e-5
P0A7G2,-1.8282022764350014,8.175734800604538e-11,6.985175966981471e-10
P0A7G6,-1.8508670165591565,4.5966652545195765e-15,6.786715820924852e-14
P0A7H6,-1.1432164035944576,0.06336096517424332,0.15812244588018723
P0A7I0,-1.2801683050544195,1.1484834280569149e-8,7.478383292766233e-8
P0A7I4,-1.6314054338353854,1.9605706806969997e-17,3.777178451446949e-16
P0A7I7,-1.5456227030384952,2.8540925221597117e-7,1.5313633427647933e-6
P0A7J0,-2.0054612345650487,4.6501351809011115e-10,3.6584018054435357e-9
P0A7J3,-1.9102550985945141,1.6182624505066506e-13,1.955582697791314e-12
P0A7J7,-1.9435305843873762,5.46953774904468e-12,5.475150147854335e-11
P0A7K2,-1.9589857107045443,3.4464880292170803e-10,2.7579614497784106e-9
P0A7K6,-1.9168455178367836,5.631574890153976e-10,4.3918917257443546e-9
P0A7L0,-1.8848252924350202,3.479976217885978e-27,1.857891780802708e-25
P0A7L3,-1.9179203129127849,5.097464880075637e-8,3.0221489297288215e-7
P0A7L8,-2.5635583145725533,3.162308738015087e-5,1.3107275035782116e-4
P0A7M2,-1.9348596436769805,8.374716291967048e-9,5.554331305877527e-8
P0A7M6,-1.9984588348685373,2.4169607104414503e-4,8.836935394803136e-4
P0A7M9,-2.2126958171040565,5.610849546124956e-7,2.9101027781279316e-6
P0A7N4,-4.0492774482030605,1.0876816583525242e-5,4.764045663584056e-5
P0A7P5,-1.8820775683726771,2.555798938223784e-5,1.0717576555716852e-4
P0A7R1,-1.9263517609045073,2.9076348261790114e-20,8.062488196311879e-19
P0A7R5,-1.9443430470406042,6.642129806311882e-13,7.432397805165047e-12
P0A7R9,-2.012991925083817,4.4365922888043023e-8,2.6508391899309003e-7
P0A7S3,-2.3486301849376003,2.6863103720067885e-6,1.2727062517441433e-5
P0A7S9,-1.913776785163474,4.298116715060252e-15,6.370592606258503e-14
P0A7T3,-2.0001113638213566,3.362354382288952e-10,2.696668525885108e-9
P0A7T7,-1.9546129056461559,6.066195887897904e-6,2.753652625762792e-5
P0A7U3,-2.892868414826001,1.6880128813374628e-7,9.346783400223073e-7
P0A7U7,-1.8244659355398125,6.235214853839006e-7,3.215285468358788e-6
P0A7V0,-1.8881999478568474,9.174120288211616e-23,3.1253169781840907e-21
P0A7V3,-1.9611875651975068,6.532186396302435e-17,1.1924355725289746e-15
P0A7V8,-1.8696164137081028,1.7493977485577534e-20,4.914342209364726e-19
P0A7W1,-1.88577774432111,2.256188951745357e-15,3.42934329195176e-14
P0A7W7,-1.8820684351761487,1.1455987542549392e-14,1.6069830368509482e-13
