PG.ProteinGroups,cancer/control|signal_log2_ratio,cancer/control|raw_p_value,cancer/control|adjusted_p_value
P62136,-0.3131032702586956,0.003503107211076278,0.02040983774872385
P62140,-0.1475612670685323,0.5811853206899289,1
P62166,0.5446036761238119,5.717576363716405e-4,0.004390805438289906
P62191,-0.2814671324287484,0.01061548915536427,0.0519910327698141
P62195,-0.16098148335384554,0.6673529086240352,1
P62249,0.21573874643075713,0.3985042541159991,0.8162815522757129
P62256,-0.2808116005603753,0.3219920412396563,0.7046516852389765
P62258,-0.7878423296640116,6.776546897251987e-11,1.881725903323019e-9
P62263,0.1542688574331418,0.6194621607392501,1
P62266,0.30444026463111934,0.11526394786510985,0.34472306233837774
P62269,0.8074688057363039,0.05729425277950794,0.1990773064890755
P62277,0.37330787461636367,0.17733821804259825,0.46904901071038624
P62312,0.2590610914240185,0.9999222144336275,1
P62318,0.4826249240251595,0.04881281694122713,0.1762895275060856
P62330,-0.04516881996852404,0.9913243636358764,1
P62333,-0.16839656103463857,0.6501677770194529,1
P62341,-0.023353565574776244,0.984679551537242,1
P62424,0.2721099840698912,0.23875047582472486,0.5769917839383697
P62491,-0.3155527202611292,0.04174942418572589,0.1565790121741938
P62495,0.11101413459732036,0.8495384553592862,1
P62633,0.783851229496782,0.004054302617408342,0.023041133698761117
P62701,0.26487835429316975,0.4987864357166957,0.9393956786618763
P62714,-0.06560588344418947,0.9957367403281862,1
P62753,0.14556169650966944,0.6461084397503406,1
P62805,1.9894316182679244,1.4824602569339317e-17,1.1099921173792813e-15
P62820,-0.813916507594675,5.985570457786925e-4,0.004538426207866288
P62826,0.09501170813750441,0.9553410977693404,1
P62834,-0.3751188784038301,0.33404766992983237,0.7212471060843394
P62847,0.43998570024149,0.05406642218433005,0.1901735633484589
P62851,0.4202286669747195,0.022523600665757943,0.09549186814107488
P62873,-0.7595818921572648,7.016698147252803e-12,2.280698862901628e-10
P62879,-0.5678760180290897,1.133736908662993e-4,0.0010179355156368158
P62888,0.4693119444223745,0.010783258183308733,0.05252626076554894
P62899,-0.22902616995161917,0.6853725164596172,1
P62906,0.5354121583950876,0.005014162651365035,0.027736654349833235
P62937,-0.9005889720886762,4.209979034910418e-9,8.527749803564919e-8
P62942,-0.22749576541500424,0.31971912226118226,0.7011413596449463
P62993,-0.23723426486349486,0.20478842260090283,0.5216754896510241
P63000,0.015966238251178627,0.9731806687238186,1
P63010,-0.4711787266802936,8.687510823622315e-8,1.4512642583047158e-6
P63092;Q5JWF2,-0.32221230628018915,0.009192498426905574,0.0462714836782894
P63096,-0.15725066710196756,0.694134956772333,1
P63098,0.2530033721901113,0.2583381082605184,0.6112932776164524
P63104,-1.1393567085306502,2.3057165972627617e-15,1.2065804937583624e-13
P63151,-0.034290735388676816,0.9887378412862637,1
P63167,-0.1075607662312795,0.9732061712644162,1
P63208,0.00865176262227191,0.9996857200471957,1
P63241,0.011077111817535155,0.9999977784589192,1
P63244,0.3346624657151692,0.05140389589255038,0.18356103163258203
P63279,0.3928669042231034,0.34192272963540943,0.7303525243816973
P63316,0.4661095102314977,0.013684101778987809,0.06375270973255098
P67812,-0.3944337201760925,0.1353604524056729,0.38954452775359405
P67870,-0.20677032989501098,0.24783385448822765,0.5911077086855168
P67936,-1.0876646171160105,9.552674352397131e-11,2.6009326986754006e-9
P68032,-0.5743180805086784,2.3364410307479976e-9,4.975924754058952e-8
P68036,-0.11532839708396941,0.6889930176443357,1
P68104,0.06849378878786293,0.9973436387400031,1
P68106,0.057200530964073515,0.9252138607445928,1
P68363,-0.7092527058019578,1.935539724841407e-15,1.0273060843367112e-13
P68366,-0.7870350349913559,1.73690345372231e-5,1.8770196343963005e-4
P68371,-0.7249874621926224,8.340261940173969e-17,5.464174736742102e-15
P68400,0.09735862606853739,0.9199128372716527,1
P68402,-0.24628532288703997,0.3315961151641622,0.7185365630948561
P68871,0.052616276953386304,0.994989681204614,1
P69849;Q15155;Q5JPE7,0.0383063344861678,0.9999799588032015,1
P69891,0.0805532362978395,0.8353022575635978,1
P69905,-0.0013920437574926016,0.9999999997267117,1
P78318,0.08359356330594875,0.9430138404772277,1
P78344,0.07163343177693411,0.9999129706039434,1
P78356,-0.38600184279947203,0.31422000242139736,0.6933958671922141
P78371,-0.36355851462949135,9.39299537589875e-6,1.0790364277025606e-4
P78383,-0.3520840173318805,0.3780645404965048,0.7862421324486804
P78410,-0.1323786801122566,0.7250345408286691,1
P78417,-0.4779211695895343,5.10105554463424e-4,0.00396087516641692
P78509,0.5538696272823016,4.8098986524558e-27,7.4695944628693225e-25
P78537,0.27090212445668804,0.21182803095482916,0.5324909675021575
P78539,0.3692488278226359,4.473701761613402e-4,0.003512777431918538
P78556,-0.03955657267972225,0.9583341230679967,1
P78559,0.03178889220012262,0.9999999776472879,1
P78560,0.06972816778900245,0.9020014407642825,1
P79483,-0.16645928266322396,0.662359351172414,1
P80108,-0.13185112496273627,0.9201166357111616,1
P80188,0.8836013325004517,6.508140780518834e-7,9.21913320699847e-6
P80303,0.24261729716421232,0.02651014748159826,0.10887076238035406
P80404,0.06423085876827646,0.9503189797211654,1
P80511,1.3338906224556406,2.1416934769203655e-6,2.7295199844155295e-5
P80723,0.1690837708890816,0.4528119779186819,0.8892930320435752
P80748,0.22212147147940525,0.5163468712759531,0.9579833766637484
P81605,0.1661654227789176,0.6269032056712915,1
P82909,-0.22259322431604608,0.268263095821185,0.626295746535762
P82933,-0.03631001262031244,0.958713015713315,1
P82979,0.7000819899923402,0.009715886845138558,0.04847346725962566
P82987,0.35188165742744504,0.021698735632344698,0.09255625483867885
P83111,-0.23392064830910977,0.35002913259440027,0.743878435361541
P84085,-0.0651029970400754,0.9917045245304551,1
P84090,0.2763745428138355,0.7635594054293644,1
P84095,-0.20008759159658224,0.16355865164078803,0.4444597707905536
P84103,0.31703813986220764,0.11968059713449415,0.35590123672690355
P84157,0.4306928369292097,0.05730653683098358,0.1990773064890755
P98066,0.625937606503883,2.0739647784447956e-7,3.232763686252427e-6
P98082,-0.22593447659163526,0.06673214356947242,0.2242050304381393
P98095,0.29452159398108724,0.008839965859296356,0.04484562584868656
P98155,-0.15389577166144314,0.9358284333639147,1
P98160,0.5352713501554359,3.8865506135739905e-52,2.3280438175308204e-49
P98164,0.38436864279791627,0.03679794409079727,0.14220624845411334
P98171,0.12922595882598387,0.8755443876904002,1
P98172,-0.2654567694325107,0.1169996108218219,0.34916681008960804
P98179,0.1729370521151943,0.5314221395461297,0.97319993584715625
P98194,-0.1665993837485986,0.612766116734283,1
P98196,-0.015443047353595061,0.9895620569878586,1
P99999,-0.5914109393541053,0.002522972103683851,0.015580002990789968
Q00013,-0.5166754755410355,1.2517256306391844e-7,2.0342967322752325e-6
Q00059,0.022677790479290548,0.994632065205227,1
Q00325,-0.6782324829031621,1.3872802573020654e-5,1.534793171205161e-4
Q00341,-0.0075455042186637405,0.9999999999601195,1
Q00535,0.2460218040572025,0.2792549441837625,0.6430829836375003
Q00537,-0.013298221365782686,0.9992406840491836,1
Q00577,-0.05448620998326219,0.9582193265122232,1
Q00610,-0.4972700508672657,6.849835377475046e-16,3.8295146317003826e-14
Q00688,0.1618655182155132,0.6031962848511989,1
Q00722,-0.13049127935837157,0.9205185707315309,1
Q00765,-0.36201046131764714,0.16170204889322978,0.44120857628332133
Q00796,-0.045115356803619534,0.9979209812360537,1
Q00839,0.43030795557419577,8.275233013573197e-4,0.006001779714760252
Q01082,-0.3415001846542886,2.2615391673007705e-9,4.8628890915344265e-8
Q01085,-0.11726957780373772,0.7643752774347179,1
Q01105,0.6548579177775232,4.151627556094707e-4,0.0032969269588456643
Q01433,-0.43422013943782767,1.409154444204255e-6,1.8877267043285755e-5
Q01469,0.10308774229558329,0.7513767963046777,1
Q01518,-1.0011738429251202,1.1998360437958166e-24,1.479680156363488e-22
Q01543,0.12723148936107395,0.6614002645306075,1
Q01546,0.13276892213881622,0.7191856228357305,1
Q01628,0.3793328277672222,0.11840430140535016,0.3526059913299952
Q01658,0.10622320285184003,0.7512425680698922,1
Q01813,-0.5574563223608459,2.1566776691839985e-12,7.863434319033484e-11
Q01970,0.22720390409506883,0.48776701731294536,0.9305624946104004
Q01995,0.2718826940032256,0.27473641116884867,0.6371514225835081
Q02108,-0.340171698679829,1.6142846027403967e-4,0.0014042936388569465
Q02153,-0.1379558258317512,0.8084390113238451,1
Q02218,-0.11705522593364774,0.9601966440614809,1
Q02252,-0.15010386783315594,0.7200651760378434,1
Q02338,0.1371115843269581,0.6230228226321448,1
Q02487,0.3644250468197493,0.010164363586457167,0.05037727720805544
Q02543,0.34178739974456573,0.307579067178102,0.6842608123829405
Q02747,0.10592159247693232,0.7770761605076254,1
Q02809,0.35432363248201637,3.2632346853182716e-4,0.0026620122637236406
Q02818,0.3045851765442303,0.0024834050226569785,0.015454275528841125
Q02878,0.3514885518916043,0.20536770773391083,0.5228335145891245
Q02952,-0.035290836707597126,0.9999987433597556,1
Q02978,-0.14351842410331686,0.7068486384938251,1
Q02985,1.1845756327957835,4.9024741449840955e-9,9.78860670948491e-8
Q03013,-0.09472276618909925,0.77483679290277,1
Q03154,0.4663224125925875,4.36091538112133e-4,0.0034435627482187823
Q03167,0.1604768129038447,0.6593677125364403,1
Q03252,1.4795996942078233,4.3225005802646425e-15,2.183643967837307e-13
Q03518,-0.043319953541409224,0.999660585313433,1
Q03519,-0.2933954854837173,0.011566775202032894,0.055554969555697505
Q03591,0.6426585968679974,2.9049990844193607e-6,3.625196774098327e-5
Q04206,-0.09037164316002241,0.8939189113411945,1
Q04323,0.05982835805429705,0.9309074058533324,1
Q04446,0.740940095548041,1.85817001752345e-12,6.834479722347216e-11
Q04637,-0.04030591991517962,0.9999976088224865,1
Q04695,0.16909677182806523,0.607637168855325,1
Q04721,0.08046636449822922,0.9900127615821532,1
Q04756,0.0597211439761749,0.9978977670718974,1
Q04759,-0.2526881362136317,0.0871498706675286,0.2778873064456637
Q04760,-0.30631471318925796,0.10573339568937704,0.32384231418959675
Q04771,0.22829737942690517,0.49212853615320934,0.933548518518827
Q04837,0.2305267353331301,0.9370442210631018,1
Q04917,-0.5131212004558868,5.543457567202729e-5,5.294696487307754e-4
Q04941,-0.3299112117087714,0.06535156638624215,0.2206273090640204
Q05193,-0.33752158033486157,0.015605461025451154,0.07112358486925728
Q05209,-0.30122758979430875,0.007779550445142127,0.040571710219503655
Q05397,-0.2070636492921054,0.08959827138642493,0.2843181827016186
Q05655,-0.38862028106792396,9.137480892548831e-7,1.2644705406751567e-5
Q05682,-0.7786938785653716,9.99302252448661e-19,9.108857270689644e-17
Q05707,0.3332286950304137,0.03657237692113649,0.1415955461037168
Q05823,-0.26697446495739097,0.17376850713921224,0.4652446614381587
Q05940,-0.15038160025773417,0.7368335796429926,1
Q06033,0.8529871221962971,1.2474153222841043e-32,2.9057846924095832e-30
Q06124,-0.13456440853022883,0.8031576156476554,1
Q06136,0.13414176685171014,0.714598619552155,1
Q06141,0.5519024953250372,0.01801354291720192,0.07975795718250016
Q06187,-0.5259691931820247,4.938562690371648e-12,1.6434439175181206e-10
Q06210,-0.010851216882391782,0.999994827082837,1
Q06323,-0.264732364084047,0.10571787325834556,0.32384231418959675
Q06481,0.3031484680602342,0.008845059045281132,0.04484562584868656
Q06828,0.8672579098362295,4.2105404401011055e-5,4.163866996543381e-4
Q06830,-0.5995002499047102,1.4288276510776316e-6,1.9079854589071686e-5
Q07020,0.374525895398176,0.013104352299427465,0.0615302902480396
Q07021,-0.038106580539034964,0.9968052792042283,1
Q07108,-0.13046781836449078,0.6976546591707782,1
Q07507,0.4709102044863951,0.0012364236520315578,0.00845729914024196
Q07812,-0.12246223330753503,0.6770839373921425,1
Q07817,0.03630778335499719,0.9406723214152579,1
Q07866,-0.22689439627909272,0.151235126953785,0.42162824954602424
Q07954,-0.029528821022289202,1,1
Q07955,0.37941351703747983,0.017183955238263857,0.07697897896799183
Q07960,-0.3491760471474578,6.809369746665822e-4,0.005098515597816034
Q08174,0.008793631523711088,0.9996452090167744,1
Q08209,-0.30440029144182024,0.07541112092205805,0.24741692490312162
Q08211,0.44336088505204874,0.010208529667592269,0.05053644025527081
Q08257,-0.017073495899128103,0.9999763353020648,1
Q08378,0.12996474417785062,0.82249822027803,1
Q08379,0.03369661350381632,0.9999208815825543,1
Q08380,-0.15085299828599036,0.715752702018331,1
Q08397,0.2707987249272198,0.06707148793561375,0.22499595860435623
Q08426,0.19172845705621241,0.5271178919036426,0.971091968695946
Q08431,0.15807100618368647,0.4906068627025346,0.9320863503904521
Q08477,0.12774836351668162,0.6867972572222595,1
Q08495,-0.3905887179384675,0.008140968630294704,0.0419865700698963
Q08554,-0.1385292438955354,0.7694855103148376,1
Q08629,-0.1761169364225937,0.5590619907510261,1
Q08722,-0.7371755318305151,0.001608546060857768,0.01053849005183847
Q08752,0.1567622488402122,0.5588802385544988,1
Q08830,1.3853978644869074,7.754329680993782e-34,1.9125826089651133e-31
Q09327,0.2554127391207762,0.29798263033428896,0.6727162841598723
Q09328,0.06363327273289562,0.8857113723050292,1
Q09666,0.2389000584121111,0.13043714603552925,0.37901798567357875
Q0VAF6,0.08121090368906891,0.893935357547965,1
Q0VD83,0.165669665224482,0.6280543698022114,1
Q0VDG4,-0.15673098634152868,0.6224289204663683,1
Q0ZGT2,-0.6219371157382778,5.538364724588319e-10,1.2973387312960237e-8
Q10469,-0.013529130148784317,0.992189280959529,1
Q10471,0.4103187638717219,1.760054648911492e-5,1.897148879919251e-4
Q10472,-0.1374132213866382,0.6740178589938366,1
Q10567,-0.3799850173873679,0.0012959331090631459,0.008821181049191187
Q10588,0.6387292538188842,0.001687352211125445,0.011020354861758553
Q10713,0.10077428674329059,0.7686267398251608,1
Q12765,0.05070676545309964,0.99599631899728025,1
Q12768,0.11045153533290075,0.8534679789266498,1
Q12794,0.2482834594108139,0.24380355746698068,0.5846350784501088
Q12797,0.14009404424372193,0.6681513302443731,1
Q12800,0.06089339314302461,0.9090251914033574,1
Q12805,0.1816577383558859,0.44027628945247543,0.8707917366387875
Q12841,0.05918049248432896,0.956752295313056,1
Q12846,-0.5210093097142692,1.654512915887266e-5,1.7972468021542243e-4
Q12849,0.12413628425740353,0.8739073056473788,1
Q12851,-0.032178388144901746,0.9999994410401097,1
Q12882,0.27529831991358156,0.14371734157910224,0.40470571742187755
Q12899,-0.004854410502682822,0.9960854213169053,1
Q12904,-0.14739805072795614,0.5449027980537691,0.9873714054621666
Q12907,-0.13257814046516217,0.7283378837405805,1
Q12912,-0.08481597528789328,0.9525542660424096,1
Q12913,-0.6153715373003129,2.7156182211995404e-17,1.897764533581612e-15
Q12931,0.11096509782152521,0.9374557347221724,1
Q12933,-0.06550973931035282,0.9041818579333225,1
Q12955,0.5017003282595116,0.2122998562437025,0.5333572781484989
Q12959,0.09383549928108006,0.7429436991352418,1
Q12965,0.24813495039114827,0.10645505093561959,0.3246298389622203
Q12974;Q93096,-0.24931333041729375,0.7662842927984064,1
Q12982,-0.33027886137268314,0.17199804827065784,0.46200372607230517
Q13011,-0.15985352800832464,0.6794412300990966,1
Q13033,-0.016170862070105915,0.9999999299057334,1
Q13042,0.3167548931222208,0.09436643066265682,0.2952824207227761
Q13043,-0.08088673116019615,0.9898267697295362,1
Q13045,-0.5202562215048259,1.700388180970684e-14,7.921919603122309e-13
Q13057,-0.31438433549659484,0.061088728934063745,0.20978299788741137
Q13094,-0.012565308907696252,0.9999999999851005,1
Q13098,-0.24017064060170412,0.29848404559646063,0.6727162841598723
Q13103,-0.05808423008672745,0.9877305347838405,1
Q13107,-0.15649944709779004,0.4925006170262675,0.933548518518827
Q13126,-0.17684116507849407,0.3634957761169975,0.7651294122783989
Q13131,-0.19704451536769824,0.16914039698829744,0.4557877150205213
Q13136,0.22202320021275654,0.23971461273386652,0.578654790554463
Q13144,-0.02197357985294404,0.9999971548233452,1
Q13148,-0.05903443921316205,0.9808496178534067,1
Q13155,0.07035194787640303,0.8837015280873016,1
Q13162,-0.2251826129069433,0.0899636889436733,0.2851230141653985
Q13177,-0.31590216043632025,0.0013660045708591912,0.009223280459923653
Q13185,0.12905865003857747,0.5852114929141659,1
Q13188,-0.20481606085011003,0.3603509789106445,0.7608014373475994
Q13190,-0.15048324517887654,0.5718290261855936,1
Q13200,-0.08219605978730475,0.9973280560084712,1
Q13201,-0.3107176383276313,1.43107082176664e-4,0.0012553305346584775
Q13214,-0.05905950164083094,0.9792569587810036,1
Q13217,-0.018993051301851496,0.9999924274471548,1
Q13228,0.43327074748939565,2.0526993373644323e-4,0.0017387814791048617
Q13247,0.3794909964090529,0.08508046292233837,0.27300018091153044
Q13283,0.36482269811443724,0.0095433103868435409,0.04786495269382173
Q13303,-0.12208368292549011,0.7390314871853378,1
Q13308,-0.030325964427309157,0.9962108265600078,1
Q13316,0.21315692515992057,0.3652394146628661,0.7680285183958864
Q13322,-0.3232550483541247,0.12211375545246003,0.36134296161761814
Q13325,0.6452830795145285,0.02458687866011366,0.10237614917761328
Q13347,0.02297624570731916,0.9999861419848081,1
Q13361,-0.2682331095557381,0.22752731298345721,0.5598720794246691
Q13363,0.03836995393575061,0.9952380024170411,1
Q13370,0.49133631966109376,0.01982336446271109,0.08631294620160707
Q13404,-0.5416612791903774,0.005765922856989588,0.03127621544548169
Q13409,0.1278822779741035,0.7072266312921747,1
Q13418,-0.732309110196136,7.451353087169421e-14,3.2545336973438944e-12
Q13421,0.7137802128056696,3.824996653400137e-6,4.6895353706744955e-5
Q13423,-0.49678766048618095,1.0133540835355733e-7,1.6746477187626108e-6
Q13435,0.4723010000491904,0.005240322403412314,0.028911410312510308
Q13438,0.45620044693810424,0.0012303894926512491,0.008429776376939032
Q13442,0.046706742139797995,0.9572552262795416,1
Q13443,0.004632272125707115,0.9999178723997618,1
Q13444,0.0781915456020301,0.9298787836277667,1
Q13445,-0.33237045729077624,0.4009351533680499,0.8196592384555014
Q13451,-0.05975002789392101,0.955174319164522,1
Q13459,-0.3494194528823079,5.4960813518203325e-5,5.26143130323805e-4
Q13464,-0.21593652516093784,0.019670207481318418,0.08609308973817133
Q13492,-0.16141037393131816,0.39256804174811066,0.8056964263582125
Q13496,0.009589350056439221,0.9999999998066301,1
Q13501,0.20905536743360997,0.22031889053448758,0.5482475418463539
Q13510,-0.05552626729859418,0.999872835279279,1
Q13526,-0.48909826088057673,6.418802784457008e-4,0.004831964106863238
Q13546,0.14194395753897418,0.7125161477387751,1
Q13554,-0.2407949532307534,0.18993023749328344,0.49250308337002935
Q13555,-0.016122105880318177,0.9751527205578059,1
Q13557,-0.4503444010338701,0.007957229476020677,0.041241858087706675
Q13561,-0.4248471973746213,0.0031603074112353407,0.018795984362141537
Q13564,-0.15266901100260707,0.7844203634857572,1
Q13574,0.33460923417809524,0.02489025882626882,0.10353656275649321
Q13576,-0.5652975561489584,1.6906526485857614e-26,2.4444505363862404e-24
Q13586,-0.4716634739345765,3.5123733058024726e-5,3.583304445554688e-4
Q13596,-0.026556650537450523,0.9999921710406714,1
Q13609,0.3678638551289692,0.0710981053656857,0.23641106724688354
Q13610,0.21270520939781368,0.28879076012747174,0.6599705137110002
Q13617,-0.20277458525036912,0.24216381388838404,0.5822852042276478
Q13618,-0.0655694130441712,0.990253833065527,1
Q13619,0.33704623699834496,0.12571123289824512,0.36938135917473147
Q13620,0.27504432298547987,0.058582623664644486,0.20283810159030086
Q13627,0.2660266785107833,0.1847905851806843,0.4826023563967783
Q13630,-0.22592172900758678,0.2399840135972793,0.5789717888454501
Q13636,-0.051301008926010146,0.9334596873416636,1
Q13637,-0.4018811880929349,0.017371613660879498,0.07724196827154585
Q13642,-0.895915430108583,1.6497326601099456e-10,4.323330652400627e-9
Q13643,0.0843944175975118,0.8985280880823525,1
Q13683,0.13675882228637873,0.7137845716730119,1
Q13724,-0.07786238480937298,0.9377525149692059,1
Q13740,0.07393619397531555,0.8391444402972306,1
Q13753,0.2839113595236656,0.16338901994410326,0.4442867448934014
Q13790,0.7769441528951276,6.169139156385362e-8,1.0644938470256718e-6
Q13813,0.010338111425762127,1,1
Q13822,0.2712460170895995,0.055597657265478224,0.1950803154093307
Q13838,0.2555792262666371,0.3478588800757155,0.7400163795826866
Q13867,0.053067167053849944,0.9889595744930948,1
Q13884,-0.49370627924337296,3.5789732599187577e-7,5.367512163055844e-6
Q13885;Q9BVA1,-0.7169829991365679,1.0405815850146774e-4,9.363001257438932e-4
Q13938,0.1361169648895288,0.8185666128746585,1
Q13976,-0.14851803899459343,0.5238732194988481,0.9663882135321911
Q14008,-0.22933696493014583,0.003897221770421136,0.02232384000461178
Q14011,-0.15740514841655928,0.6978661253164828,1
Q14012,-0.3296569377460412,0.007668474324477387,0.0400422326806148
Q14019,-0.056376187639280574,0.9667782470486952,1
Q14088,0.2522052562909076,0.21167959711266324,0.5324909675021575
Q14103,0.21633940188105133,0.46014586436903504,0.8975921702568411
Q14112,0.29812946706837623,7.635411375893433e-4,0.005615165726294832
Q14116,-0.3829838012986364,0.20581340610762136,0.5233788465882063
Q14118,0.08838029361089578,0.9516991169320321,1
Q14126,0.38570179358970613,0.009096321039399452,0.04584239677668498
Q14139,0.07435709691575876,0.9284378849163095,1
Q14141,-0.5440839831273904,5.777028808327107e-5,5.467964287430148e-4
Q14152,0.20061820021526153,0.12039484268537266,0.35751811287518953
Q14155,-0.20001256124805375,0.6322547220917181,1
Q14156,0.0923361906714978,0.9861187551852264,1
Q14157,0.1626923345358235,0.6098904113297929,1
Q14161,0.28215105646324196,0.20046851538974833,0.5131651312754668
Q14162,-0.0024362961459098494,0.9999999996324407,1
Q14165,-0.5586904548975367,2.5045129626114236e-4,0.0020960923856745907
Q14166,-0.06474065432144854,0.9966002030793396,1
Q14185,0.022110712480908477,0.9962237402269309,1
Q14192,0.05485165947855644,0.9894175447304043,1
Q14203,-0.3064459469542108,1.0625842561217857e-5,1.2074297522814762e-4
Q14204,0.17099453049909574,0.7978675948260746,1
Q14213,-0.03322631194545561,0.9911145813743587,1
Q14232,-0.3412274579845328,0.016530075746305814,0.07444748400027958
Q14240,0.17451850753280926,0.39509805967478334,0.8100959238221841
Q14242,-0.2937364410701827,0.5033397834963733,0.9442969629531515
Q14247,-0.38993922135594467,5.9461281936771e-4,0.0045166875934942174
Q14254,-0.3677157617491232,0.005848714950721466,0.0316434345656453
Q14257,0.09743047424094652,0.7876721274038238,1
Q14258,-0.03520526263925078,0.9999393172262412,1
Q14289,0.011776872748540095,0.9999999999870175,1
Q14314,0.5893955343889513,3.1645426235122877e-4,0.002586535520543279
Q14315,0.33814738020035806,0.26713277743902214,0.6243521381281046
Q14318,0.035663032880667155,0.9955528417921564,1
Q14344,-0.24442859342958426,0.13685255737372967,0.39222335821466064
Q14353,-0.0975178366043215,0.8649812766688384,1
Q14392,-0.553119033581416,7.531508901664406e-6,8.88995620494735e-5
Q14393,0.4719959567905295,2.5304268659484884e-10,6.391614366820489e-9
Q14432,-0.3058500370100393,0.011602056518721213,0.05566066702860189
Q14444,0.3070316733217331,0.22118707143929742,0.5489284526948094
Q14515,-0.1950406196075537,0.33807115964487344,0.7261948629052021
Q14517,-0.024976996598669532,1,1
Q14520,0.29774398869639296,2.571251361626981e-4,0.00213913828557578
Q14554,-0.30299712936812095,0.005310853938356671,0.02923053535448789
Q14558,0.09089530314487211,0.9564178484004434,1
Q14571,-0.1812030037135735,0.1772136135767655,0.46904901071038624
Q14573,-0.07561369056058087,0.9966274024739658,1
Q14574,-0.15628352506640125,0.6236122449206596,1
Q14624,0.45434555586887304,2.2453154718097952e-11,6.773099117480915e-10
Q14642,0.0026056594649464158,0.9999999997971069,1
Q14643,-0.1962121548831612,0.8365907017770279,1
Q14644,-0.5431881506390163,1.3145790312301466e-17,1.020746273694075e-15
Q14667,-0.2782039058036183,0.5315115318602404,0.97319993584715625
Q14677,-0.32149930195645093,7.259116687874597e-4,0.005399254163541767
Q14696,-0.0239434797412979,0.99871895372953845,1
Q14697,0.17301497051603792,0.15306286425797475,0.42524830187243934
Q14699,-0.01569186556908022,0.9999824246854374,1
Q14738,-0.1408268706261109,0.5618873802645749,1
Q14739,0.07585129132386939,0.9720821510505526,1
Q14746,-0.37079754411995625,0.03769944495148649,0.14515497950558573
Q14764,0.09075125712896451,0.9512093909904027,1
Q14766,-0.16501602661978476,0.6129954894350241,1
Q14767,0.66348567568592,3.066593768230387e-18,2.735793121317024e-16
Q14789,0.19147547010181476,0.6577055852776303,1
Q14847,-0.1692713928652223,0.7090041038024036,1
Q14914,-0.08239872782631846,0.7983362673260295,1
Q14956,-0.6187696743543774,0.01645561218744088,0.07419180849670926
Q14974,-0.36914917011861337,1.175621250586921e-5,1.3286738284935202e-4
Q14BN4,-0.387992959799205,0.0019081850788611229,0.012366336994844958
Q14C86,-0.1265541171562337,0.7924453356483985,1
Q15005,-0.438977630960003,0.029012517178267007,0.11708323823722191
Q15006,0.32777427386192226,0.08685791326208116,0.2773764130296316
Q15008,0.286678456601937,0.02175559659014262,0.09270448831551627
Q15018,-0.36270330137173734,0.022778319658267227,0.09619335838293198
Q15019,-0.6424776872744757,1.372177846211212e-7,2.204422110790656e-6
Q15029,0.02339538412069986,0.9965501532538488,1
Q15036,-0.16481793008216075,0.5414430371152987,0.9832267884904494
Q15041,-0.4773979944697091,0.06718101888203051,0.22517187224009108
Q15042,-0.09609695653906515,0.9534576140751635,1
Q15046,-0.0377447943520239,0.9998798855461565,1
Q15049,0.026579312583979026,0.9889216838932497,1
Q15052,-0.10534899283760736,0.8008808493703808,1
Q15056,-0.1316745470461115,0.7391965539821486,1
Q15057,-0.0986497435315173,0.966794966798505,1
Q15063,0.5177235357750543,9.587232490255245e-13,3.6544787119672945e-11
Q15067,-0.30806671733664426,0.007647529288458342,0.03998265624252598
Q15075,-0.062107516014157746,0.9999233792213102,1
Q15084,-0.2104193822955391,0.31381325227173135,0.6932660520418175
Q15102,-0.015945222955497353,0.9918914896864117,1
Q15113,0.3431938673437647,0.0025089532426811126,0.015516284581949712
Q15118,-0.33450189134084,0.02592292869683282,0.10687791546294986
Q15121,0.2387160186411233,0.1758371942415865,0.46903691229565614
Q15126,-0.059112852815371625,0.9921742380249665,1
Q15147,-0.16258041909807397,0.4789761512879435,0.9229027795471252
Q15149,-0.11945533761799086,0.9999986093884994,1
Q15165,0.2578761832510786,0.06707487437525525,0.22499595860435623
Q15166,0.11770297858564667,0.9268224178086546,1
Q15172,0.17288211206268034,0.5300903394761398,0.97227069610836
Q15181,0.15726949135379828,0.49497307297649484,0.9356490119198361
Q15185,-0.16098160432009284,0.7958959634085896,1
Q15208,-0.2780760477568318,0.05215078379257198,0.18531206478157145
Q15257,-0.07451078946917732,0.9354200301754849,1
Q15262,0.26174802356451937,0.13546842279336777,0.38958785786871813
Q15286,-0.1789612864511003,0.24660059311836788,0.5888361542968772
Q15293,-0.043245815948365164,0.9998691613069519,1
Q15311,-0.2116713953024122,0.3191597677891129,0.7002809556984566
Q15363,-0.43807406892269174,0.01101831940921783,0.05334851418342998
Q15365,-0.21083887050260458,0.32386009875183763,0.7076986378784024
Q15366,-0.3499015099355892,0.01585144868105355,0.07200988550342095
Q15369,-0.06594136733224255,0.9754285669820262,1
Q15370,-0.31378783213501343,0.22467137701913237,0.5551249757461532
Q15382,-0.4807725021556996,0.024326588062952872,0.10169629486337127
Q15386,-0.03168537546840843,0.999966150145971,1
Q15389,-0.22269226237151904,0.1423621708912461,0.4022402847351717
Q15404,-0.7803293490321686,3.5547117988994753e-13,1.4290862051706624e-11
Q15418,0.040042029980473084,0.9715315512101876,1
Q15424,0.852308222011513,5.969470251244598e-5,5.599550058941521e-4
Q15435,-0.32676205390407287,0.006660413821204854,0.035530680855358716
Q15436,0.047752747543388194,0.9997039933797677,1
