PG.ProteinGroups,XTT001_EVOSE...0_S3-H7_1_1609,XTT001_EVOSE...7_S3-A2_1_1616,XTT001_EVOSE...2_S3-D2_1_1621,XTT001_EVOSE...9_S3-F2_1_1632,XTT001_EVOSE...4_S3-C2_1_1637,XTT001_EVOSE...1_S3-H2_1_1644,XTT001_EVOSE...6_S3-B7_1_1649,XTT001_EVOSE...3_S3-F7_1_1656,XTT001_EVOSE...8_S3-G2_1_1661,XTT001_EVOSE...5_S3-D7_1_1668,XTT001_EVOSE...0_S3-A7_1_1673,XTT001_EVOSE...7_S3-B2_1_1680,XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...4_S3-C2_1_1776,XTT001_EVOSE...7_S3-B2_1_1819,XTT001_EVOSE...9_S3-F2_1_1771,XTT001_EVOSE...1_S3-H2_1_1783,XTT001_EVOSE...6_S3-B7_1_1788,XTT001_EVOSE...3_S3-F7_1_1795,XTT001_EVOSE...8_S3-G2_1_1800,XTT001_EVOSE...5_S3-D7_1_1807,XTT001_EVOSE...0_S3-A7_1_1812,XTT001_EVOSE...2_S3-C7_1_1824,XTT001_EVOSE...9_S3-E2_1_1831,XTT001_EVOSE...4_S3-E7_1_1836,XTT001_EVOSE...5_S3-G7_1_1747,XTT001_EVOSE...0_S3-H7_1_1752,XTT001_EVOSE...9_S3-D2_1_1863,XTT001_EVOSE...1_S3-A2_1_1868,XTT001_EVOSE...6_S3-C2_1_1875,XTT001_EVOSE...3_S3-G2_1_1880,XTT001_EVOSE...8_S3-E2_1_1890,XTT001_EVOSE...0_S3-F2_1_1895,XTT001_EVOSE...7_S3-H2_1_1902,XTT001_EVOSE...4_S3-B2_1_1907
A0A075B6Q5,15.066331939347,23.8965235810054,37.3066786625242,40.470952008332546,78.99581554431353,26.113967509110672,11.532203779264162,26.91803383465533,17.939032482207608,53.56869345697816,40.22766928335639,41.0974218773113,28.22103818285426,19.21225034173868,15.856432521391486,40.03051708263267,37.86724692476835,14.520199049119944,73.77282153306645,27.46995836384178,19.281527007564094,12.539561780951624,34.47783349567923,16.588579240680808,17.13838284842821,16.356288667690407,37.84872102685491,30.367107335965173,14.432988839092099,30.73336175085714,33.76504416515966,26.011111031136256,10.781840450639436,17.099237625920317,21.79060288568597,10.259548069657171,10.872220727505239,27.922762251875465,9.691361159645052,8.779116877573134
A0A075B6R2,172.76043165137372,29.44006395821137,25.121513061907148,61.44714271160101,57.164930532032365,41.195069667089086,7.839349000810391,19.346007944584052,13.52926517735117,21.879865538870554,39.91514337422387,31.901025776532645,23.035185871610196,33.325803229581325,19.67296617593542,50.93022906495016,348.74199111636767,13.051373276139161,20.62778112940975,26.530080011084124,68.44176100546058,10.60151823813196,11.717211755224593,21.001702977752426,16.001413597760436,20.989649018413886,41.49434010415511,22.55076973388916,79.73143750006783,28.270318540221773,10.610621431357579,20.958068349222934,51.30294821326386,18.734922114780808,88.58580468409623,54.115491654213606,16.90229470418903,17.40850111800406,12.94787330796506,21.531547469621355
A0A075B6R9;A0A0C4DH68,20.904579150492914,466.3028719729267,75.32423943807409,36.242294353002144,31.703750022951905,13.936185863799265,12.177595146944807,31.04792132889521,15.526170339322967,75.34927011185975,76.8974085388041,64.90771174927858,27.988528878505456,24.76612019780553,33.99872174156866,44.8300379012726,59.985529364486126,34.34724461552806,62.59475887888765,24.9276915484895,50.61148727860855,15.231163144628557,67.74699764976383,25.327474843979267,16.497651333786784,18.93559345073303,22.030719427650936,40.51869657382119,36.52133972132868,54.98572763512224,34.34965513081184,43.43689619720942,17.94364523206641,36.053103806607645,57.03643528086765,190.53839249189468,9.94410218155656,26.60158727493544,18.25788281172363,30.929523097209447
A0A075B6S2,23.407945580189573,89.91033175540797,52.05753436218535,80.2369010666661,63.62628772898223,34.21509055277731,23.69897704520501,48.849698433993815,75.43204240652116,43.55577758768417,79.86484722983106,88.8587783201888,59.407177574846834,90.6124139009214,56.2073075164847,29.805989669001494,56.67024692706678,31.01799261202382,79.65758509544273,40.69095187543479,66.37459695911816,36.83723542707771,72.01272301457142,21.08487475093185,39.35141086076399,44.966716644540575,94.02031586219373,31.66530113275766,43.22585821938812,41.17029156867397,77.71763036978473,77.36948283669064,36.75070528193226,36.325230244080494,166.22632495444049,50.34327725184718,19.53223134855358,67.1338237389365,22.097371173566117,19.030515997701272
A0A075B6S5,23.429144619509092,743.8408611887897,24.062735911076043,23.473945471732378,81.75522769655034,45.82707932123337,12.46005041706806,56.06964762018075,26.012083839296483,49.1886780013377,82.49020714707923,30.20008172019054,36.15645197261995,28.697110459513812,39.123007043878026,62.39358625100158,69.02845684253815,18.329132320364824,31.376205998178136,40.32781165179857,19.641375878648212,20.264551279656967,58.35236561048842,32.675925392764036,28.979627398738216,20.93217588223163,49.30300398374344,37.957334339739205,34.85976773291253,32.22531047866465,42.794316795454904,41.51458958286987,68.19785075445716,40.219898460179,36.03437087657474,19.921536140600647,15.820707393415523,26.0259724542318,15.64077912121462,16.044736146018167
A0A087WSX0,35.69061500453595,136.55599870971466,80.46408499773678,40.53671815627965,59.59130013154875,428.6033179181397,34.71288554075024,91.04509443638665,20.3388337244268,33.20156847645891,102.03141244527092,23.17730057993786,33.32024629300282,202.88463761507103,50.12856766934759,105.2511955772303,133.1093887365248,73.00176133488883,86.1704953402318,37.40559228940607,53.309659234574234,19.03476136172636,106.1365574912385,28.99070720556085,53.011641168030394,22.8642171632087,69.92806479567322,38.27132690054048,30.635544195070857,116.32928173549966,31.819174663855062,139.48708120661243,33.642887412581445,26.247555317081943,47.35643245088787,35.238805231671826,21.519951642975887,66.04540391825539,60.16567368995406,32.59672963746086
A0A087WSY4,7.677420996082598,18.23712827875553,6.159911736153667,28.453007850662654,18.71768852796529,13.582069836033314,7.505928588086778,29.133208958506877,3.346920448872913,8.401270801959836,21.175740934558423,1.4965689371228574,15.194222201859771,10.993142609553322,6.2416866077046675,30.724999159034585,4.166500158244739,7.383863018916745,23.69714709271099,13.101123569820675,8.315445653384339,5.120162832610756,119.12573422313241,8.79127766811204,8.20758949545625,7.4450091672064165,13.726177848684557,14.640528331994108,11.392416493546676,7.989431737404629,18.218085248450375,9.852281538011527,2.15695723734967,3.8605896885317343,96.40441821309078,3.6332824204360787,7.945413518397203,5.9509553795014805,4.608703833695903,3.691079566292011
A0A087WSY6,260.3021341467225,179.44075230021943,240.01213044156586,155.83065624141605,504.16455636973495,170.17331780599636,76.4912804006995,220.37489277810698,220.13506721792606,439.3949027946216,4712.443539362558,100.10099892505596,307.68426637108007,678.8190665759897,269.83895204522753,254.14956810584906,226.2958533550035,181.2231658342562,710.3874275792092,138.06114320866928,91.41787360852426,124.75098996407814,509.13782181478115,184.7558685513475,176.33846261527492,213.84706682878232,394.467434527963,186.76643602776085,230.31464368174528,1164.1978451066186,171.85551582412182,185.26817387835595,103.29220627032156,422.7810881878234,557.2324777493869,237.61328907432508,106.1783197159262,411.3969771959037,177.58795595800484,113.68243072933949
A0A087WW87;P01614,19.870807886662547,62.49552418616611,48.73455209951498,132.526613008434,79.26234450876731,38.396348130242934,17.256898630202976,61.84700441261398,42.89494168667579,56.11166563252367,45.059715275661816,62.22119188230868,44.18804344767111,46.103888020491574,51.10693539809364,46.49915249457919,57.499243855836724,23.563375444152285,15.211121270657976,75.61901439350753,694.9861885935131,15.854509969145482,79.13075258635536,38.576106129918095,24.40116004371289,35.951770994883326,29.128243859507176,44.59656359491713,44.490485606592536,80.52696956107016,72.77779798206119,103.798073666937,27.835870372798045,38.934004983681554,72.31395203851024,23.376729257358402,29.60849647930569,39.85172362796467,22.001785405314493,39.87150347591416
A0A0A0MS15,59.4268953833309,35.604621299180764,30.240954693307245,63.59994554669632,74.75179790811393,30.190824708148728,18.896671261026647,89.31197517315621,84.30560926610731,62.14140945645936,185.08747989058878,41.288404190530684,31.043067755746396,54.159171287305846,54.70661728972678,46.37939646547763,201.41108382385653,36.70881562513479,76.39893868958367,59.80250488028681,48.07391677428403,17.884620894517592,81.7836118233638,32.702217085569714,36.13310001225605,36.70767530037926,88.04580981371971,52.256248465555295,51.38608422908266,47.60792526326006,197.9729285635597,186.5060725161914,29.389018947040533,24.890506565262772,87.9001633143829,34.36948813666379,27.96503305264804,54.89262993513414,47.822102310618334,35.855798279883906
A0A0B4J1U3,41.070536704486955,14.643707299669629,35.522953803221746,24.64179934632486,33.94687780566682,41.224789996723466,11.187742149662688,10.650425055496584,54.64589613126428,52.6921904956835,87.10632456234303,64.74510388837032,23.728232306248078,37.11682500721096,16.54564711114877,76.67938533353336,52.780517937232794,29.907066058207036,14.706097270284628,12.832648092702785,64.03613991880803,12.74799777824958,38.44624089217433,101.96867550641477,49.150918852414385,19.993776536089403,18.917216564042853,20.910831497332477,94.58685849610937,21.56836938747542,27.888950720252392,29.81020465477174,6.784788850495162,26.285335727897166,30.26789060972047,43.72623526593126,25.720255665721382,39.64822814302937,18.576844761462734,17.964412073645587
A0A0B4J1U7,46.20402061323616,133.24577180138186,18.57265906791959,85.76797833676936,77.22645872614775,1081.5084636166484,23.217117820363192,67.42144726095835,51.93078910985246,1220.3323760181613,121.85185637495594,55.07501297590317,1021.4817989201655,83.95184905466365,675.3704751338399,1176.3828272663936,45.23911606917137,48.87407724565683,93.53604304545134,725.3759813060233,59.68233339073089,62.859184496567416,158.5474276751247,522.1034818815942,35.690535495382385,26.32636897205488,1090.2423861550483,37.58107820552773,16.48733143563627,92.5692342188102,36.39893625397676,87.47557287266142,26.894735337611234,52.7212199353183,124.00002248675953,50.119914841286004,35.74803525393564,55.92515637973185,322.6611185558383,16.339488449305705
A0A0B4J1V0,39.086996803371406,85.79025362527854,37.35155556867306,127.10793946242848,60.555209582235385,49.40846987118136,50.8824794476225,55.512398870911944,57.27924371314354,57.45564978570319,111.07616012333598,35.09393270856773,37.665953693500086,66.89280665533408,93.56300779029218,140.28819162603585,162.5002497078739,42.77439971793563,69.96742640410804,2564.150503379364,29.749627620627084,19.19495600690344,108.0119455170481,22.925707772794894,40.64249102952076,47.138503625739176,27.086329731315296,55.53859359241776,21.573554736803523,90.5319434991919,58.81978911450298,111.1818295951735,14.730858942967828,29.44792540895789,112.0653427062437,59.95467966068188,19.83375584328228,30.375481239435928,25.77069923033312,15.190294762204035
